Line Scheme	Meter Scheme	PoemID	Poet	Title	Year	constraint_SUM_VIOL	constraint_footmin-s-noHX	constraint_footmin-wordbound-lexmono	constraint_skip_initial_foot	constraint_strength.w=>-p	line	line_is_in_nonbounded_parses	line_iscorrect	line_iscorrect_dummy	line_iscorrect_dummy_iambic	line_iscorrect_human2	line_num	meter_info	num_sylls	num_sylls_correct	num_sylls_correct_control	num_sylls_correct_control_iambic	num_sylls_correct_human2	parse	parse_comp	parse_human	parse_human2	parse_str_compu	parse_str_human	parse_str_stress	parses_comp_nonbounded	perc_sylls_correct	perc_sylls_correct_control	perc_sylls_correct_control_iambic	perc_sylls_correct_human2	prosody_ipa	prosody_stress
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	0	0	0	0	0	Bursting with hay were the barns, themselves a village. In each one	0	0	0	0	0	(97, 3)	<<Meter  ID: kiparskyhanson_shakespeare  Name: Shakespeare's Meter [Kiparsky and Hanson] [strength.w=>-p on minimal feet]  Constraints:    [*footmin-s-noHX/1.0] [*footmin-wordbound-lexmono/1.0]   [*skip_initial_foot/1.0]   [*strength.w=>-p/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	12	9	9	3	12	swwswwswswsw	swswswswswswsws	swwswwswswsw	swwswwswswswwsw	BURST  ing  WITH  hay  WERE  the  BARNS  them  SELVES  a  VIL  lage  IN  each  ONE	BURST  ing  with  HAY  were  the  BARNS  them  SELVES  a  VIL  lage	BURST  ing  with  HAY  were  the  BARNS  them  SELVES  a  VIL  lage  in  EACH  one	swswswswswswsws | swswswswswswwsw | swswswswswsswsw | swwswwswswswsws | swwswwswswswwsw | swwswwswswsswsw | wswswwswswswsws | wswswwswswswwsw | wswswwswswsswsw | wwswswswswswsws | wwswswswswswwsw | wwswswswswsswsw | swswswswswswsww | swswswswswsswws | swwswwswswswsww | swwswwswswsswws | wswswwswswswsww | wswswwswswsswws | wwswswswswswsww | wwswswswswsswws	0.75	0.75	0.25	1.0	`bɛː.stɪŋ wɪð `heɪ wɛː ðə `bɑrnz ðɛm.`sɛlvz eɪ `vɪ.ləʤ ɪn `iːʧ wʌn	PU U P U U P UP U PU U P U
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	0	0	0	0	0	Far o'er the gable projected a roof of thatch; and a staircase,	0	0	0	0	1	(98, 3)	<<Meter  ID: kiparskyhanson_shakespeare  Name: Shakespeare's Meter [Kiparsky and Hanson] [strength.w=>-p on minimal feet]  Constraints:    [*footmin-s-noHX/1.0] [*footmin-wordbound-lexmono/1.0]   [*skip_initial_foot/1.0]   [*strength.w=>-p/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	16	10	12	8	16	swwswwswwswswwsw	swwswsswswswswsw	swwswwswwswswwsw	swwswwswwswswwsw	FAR  o'er  the  GAB  le  PRO  JECT  ed  A  roof  OF  thatch  AND  a  STAIR  case	FAR  o'er  the  GAB  le  pro  JECT  ed  a  ROOF  of  THATCH  and  a  STAIR  case	FAR  o'er  the  GAB  le  pro  JECT  ed  a  ROOF  of  THATCH  and  a  STAIR  CASE	swwswsswswswswsw | swwswsswwswswwsw | wswswsswswswswsw | wswswsswwswswwsw	0.625	0.75	0.5	1.0	`fɑr oʊɛː ðə `geɪ.bəl prə.`ʤɛk.təd eɪ `ruːf ʌv `θæʧ ænd eɪ `stɛr.'keɪs	P U U PU UPU U P U P U U PS
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	0	0	0	0	0	Under the sheltering eaves, led up to the odorous corn-loft.	1	0	0	0	1	(99, 3)	<<Meter  ID: kiparskyhanson_shakespeare  Name: Shakespeare's Meter [Kiparsky and Hanson] [strength.w=>-p on minimal feet]  Constraints:    [*footmin-s-noHX/1.0] [*footmin-wordbound-lexmono/1.0]   [*skip_initial_foot/1.0]   [*strength.w=>-p/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	16	8	10	6	16	swwswwswswwswwsw	swwswswswswswsws	swwswwswswwswwsw	swwswwswswwswwsw	UN  der  the  SHEL  ter  ING  eaves  LED  up  TO  the  OD  or  OUS  corn  LOFT	UN  der  the  SHEL  ter  ing  EAVES  led  UP  to  the  OD  or  ous  CORN  loft	UN  der  the  SHEL  ter  ing  EAVES  LED  up  to  the  OD  or  ous  CORN  LOFT	swwswswswswswsws | swwswswswswswwsw | swwswwswswwswsws | swwswwswswwswwsw | wswswswswswswsws | wswswswswswswwsw | wswswwswswwswsws | wswswwswswwswwsw | swwswswswswswsw | swwswwswswwswsw | wswswswswswswsw | wswswwswswwswsw | swwswswswwswsws | swwswswswwswwsw | wswswswswwswsws | wswswswswwswwsw | swwswswswwswsw | wswswswswwswsw	0.5	0.625	0.375	1.0	`ən.dɛː ðə `ʃɛl.tɛː.ɪŋ `iːvz `lɛd əp tuː ðə `oʊ.dɛː.əs `kɔːrn `lɔːft	PU U PUU P P U U U PUU P P
hexameter	dactylic	Z300194508	Henry Wadsworth Longfellow	Evangeline: A Tale of Acadie	1847.0	0	0	0	0	0	There too the dove-cot stood, with its meek and innocent inmates	0	0	0	0	1	(100, 3)	<<Meter  ID: kiparskyhanson_shakespeare  Name: Shakespeare's Meter [Kiparsky and Hanson] [strength.w=>-p on minimal feet]  Constraints:    [*footmin-s-noHX/1.0] [*footmin-wordbound-lexmono/1.0]   [*skip_initial_foot/1.0]   [*strength.w=>-p/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	15	10	8	8	15	swwswswwswswwsw	swswswswswswwsw	swwswswwswswwsw	swwswswwswswwsw	THERE  too  THE  dove  COT  stood  WITH  its  MEEK  and  IN  no  cent  IN  mates	THERE  too  the  DOVE  cot  STOOD  with  its  MEEK  and  IN  no  cent  IN  mates	there  TOO  the  DOVE  COT  STOOD  with  its  MEEK  and  IN  no  cent  IN  MATES	swswswswswswwsw | swswswswswsswsw | wswswswwswswwsw | wswswswwswsswsw	0.666666666667	0.533333333333	0.533333333333	1.0	ðɛr `tuː ðə `dəv `kɑt `stʊd wɪð ɪts `miːk ænd `ɪ.nʌ.sənt `ɪn.'meɪts	U P U P P P U U P U PUU PS
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	0	0	0	0	0	Half a league, half a league,	0	0	1	0	1	(1, 1)	<<Meter  ID: kiparskyhanson_shakespeare  Name: Shakespeare's Meter [Kiparsky and Hanson] [strength.w=>-p on minimal feet]  Constraints:    [*footmin-s-noHX/1.0] [*footmin-wordbound-lexmono/1.0]   [*skip_initial_foot/1.0]   [*strength.w=>-p/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	3	6	3	6	swwsww	swswsw	swwsww	swwsww	HALF  a  LEAGUE  half  A  league	HALF  a  league  HALF  a  league	HALF  a  LEAGUE  HALF  a  LEAGUE	swswsw | wswsws	0.5	1.0	0.5	1.0	`hæf eɪ `liːg `hæf eɪ `liːg	P U P P U P
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	0	0	0	0	0	Half a league onward,	0	0	1	0	1	(2, 1)	<<Meter  ID: kiparskyhanson_shakespeare  Name: Shakespeare's Meter [Kiparsky and Hanson] [strength.w=>-p on minimal feet]  Constraints:    [*footmin-s-noHX/1.0] [*footmin-wordbound-lexmono/1.0]   [*skip_initial_foot/1.0]   [*strength.w=>-p/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	5	3	5	3	5	swwsw	wswsw	swwsw	swwsw	half  A  league  ON  ward	HALF  a  league  ON  ward	HALF  a  LEAGUE  ON  ward	wswsw	0.6	1.0	0.6	1.0	`hæf eɪ `liːg `ɔːn.wɛːd	P U P PU
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	0	0	0	0	0	All in the valley of Death	1	0	1	0	1	(3, 1)	<<Meter  ID: kiparskyhanson_shakespeare  Name: Shakespeare's Meter [Kiparsky and Hanson] [strength.w=>-p on minimal feet]  Constraints:    [*footmin-s-noHX/1.0] [*footmin-wordbound-lexmono/1.0]   [*skip_initial_foot/1.0]   [*strength.w=>-p/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	7	5	7	3	7	swwswws	swwswsw	swwswws	swwswws	ALL  in  the  VAL  ley  OF  death	ALL  in  the  VAL  ley  of  DEATH	ALL  in  the  VAL  ley  of  DEATH	swwswsw | swwswws | swwssws | wswswsw | wswswws | wswssws	0.714285714286	1.0	0.428571428571	1.0	`ɔːl ɪn ðə `væ.liː ʌv `dɛθ	P U U PU U P
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	0	0	0	0	0	Rode the six hundred.	0	0	1	0	1	(4, 1)	<<Meter  ID: kiparskyhanson_shakespeare  Name: Shakespeare's Meter [Kiparsky and Hanson] [strength.w=>-p on minimal feet]  Constraints:    [*footmin-s-noHX/1.0] [*footmin-wordbound-lexmono/1.0]   [*skip_initial_foot/1.0]   [*strength.w=>-p/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	5	3	5	3	5	swwsw	wswsw	swwsw	swwsw	rode  THE  six  HUN  dred	RODE  the  six  HUN  dred	RODE  the  SIX  HUN  dred	wswsw	0.6	1.0	0.6	1.0	`roʊd ðə `sɪks `hən.drəd	P U P PU
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	0	0	0	0	0	‘Forward, the Light Brigade!	1	0	0	0	0	(5, 1)	<<Meter  ID: kiparskyhanson_shakespeare  Name: Shakespeare's Meter [Kiparsky and Hanson] [strength.w=>-p on minimal feet]  Constraints:    [*footmin-s-noHX/1.0] [*footmin-wordbound-lexmono/1.0]   [*skip_initial_foot/1.0]   [*strength.w=>-p/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	3	5	4	5	swwsws	swswss	swwsws	swwsww	FOR  ward  THE  light  BRI  GADE	FOR  ward  the  LIGHT  bri  GADE	FOR  ward  the  LIGHT  bri  GADE	swswss | swwsws | wswsws | wwswss	0.5	0.833333333333	0.666666666667	0.833333333333	`fɔːr.wɛːd ðə `laɪt brə.`geɪd	PU U P UP
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	0	0	0	0	0	Charge for the guns!’ he said:	1	0	0	0	0	(6, 1)	<<Meter  ID: kiparskyhanson_shakespeare  Name: Shakespeare's Meter [Kiparsky and Hanson] [strength.w=>-p on minimal feet]  Constraints:    [*footmin-s-noHX/1.0] [*footmin-wordbound-lexmono/1.0]   [*skip_initial_foot/1.0]   [*strength.w=>-p/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	2	5	4	5	swwsws	swswsw	swwsws	swwsww	CHARGE  for  THE  guns  HE  said	CHARGE  for  the  GUNS  he  SAID	CHARGE  for  the  GUNS  HE  SAID	swswsw | swwsws | wswsws	0.333333333333	0.833333333333	0.666666666667	0.833333333333	`ʧɑrʤ fɔːr ðə `gənz `hiː `sɛd	P U U P P P
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	0	0	0	0	0	Into the valley of Death	1	0	1	0	1	(7, 1)	<<Meter  ID: kiparskyhanson_shakespeare  Name: Shakespeare's Meter [Kiparsky and Hanson] [strength.w=>-p on minimal feet]  Constraints:    [*footmin-s-noHX/1.0] [*footmin-wordbound-lexmono/1.0]   [*skip_initial_foot/1.0]   [*strength.w=>-p/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	7	5	7	3	7	swwswws	swwswsw	swwswws	swwswws	IN  to  the  VAL  ley  OF  death	IN  to  the  VAL  ley  of  DEATH	in  TO  the  VAL  ley  of  DEATH	swwswsw | swwswws | swwssws | wswswsw | wswswws | wswssws	0.714285714286	1.0	0.428571428571	1.0	ɪn.`tuː ðə `væ.liː ʌv `dɛθ	UP U PU U P
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	0	0	0	0	0	Rode the six hundred.	0	0	1	0	1	(8, 1)	<<Meter  ID: kiparskyhanson_shakespeare  Name: Shakespeare's Meter [Kiparsky and Hanson] [strength.w=>-p on minimal feet]  Constraints:    [*footmin-s-noHX/1.0] [*footmin-wordbound-lexmono/1.0]   [*skip_initial_foot/1.0]   [*strength.w=>-p/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	5	3	5	3	5	swwsw	wswsw	swwsw	swwsw	rode  THE  six  HUN  dred	RODE  the  six  HUN  dred	RODE  the  SIX  HUN  dred	wswsw	0.6	1.0	0.6	1.0	`roʊd ðə `sɪks `hən.drəd	P U P PU
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	0	0	0	0	0	‘Forward, the Light Brigade!’	1	0	0	0	0	(9, 2)	<<Meter  ID: kiparskyhanson_shakespeare  Name: Shakespeare's Meter [Kiparsky and Hanson] [strength.w=>-p on minimal feet]  Constraints:    [*footmin-s-noHX/1.0] [*footmin-wordbound-lexmono/1.0]   [*skip_initial_foot/1.0]   [*strength.w=>-p/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	3	5	4	5	swwsws	swswss	swwsws	swwsww	FOR  ward  THE  light  BRI  GADE	FOR  ward  the  LIGHT  bri  GADE	FOR  ward  the  LIGHT  bri  GADE	swswss | swwsws | wswsws | wwswss	0.5	0.833333333333	0.666666666667	0.833333333333	`fɔːr.wɛːd ðə `laɪt brə.`geɪd	PU U P UP
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	0	0	0	0	0	Was there a man dismay'd?	1	0	0	0	0	(10, 2)	<<Meter  ID: kiparskyhanson_shakespeare  Name: Shakespeare's Meter [Kiparsky and Hanson] [strength.w=>-p on minimal feet]  Constraints:    [*footmin-s-noHX/1.0] [*footmin-wordbound-lexmono/1.0]   [*skip_initial_foot/1.0]   [*strength.w=>-p/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	3	5	4	5	swwsws	swswss	swwsws	swwsww	WAS  there  A  man  DIS  MAY'D	WAS  there  a  MAN  dis  MAY'D	was  there  a  MAN  dis  MAY'D	swswss | swwsws | wswsws | wwswss	0.5	0.833333333333	0.666666666667	0.833333333333	wɑz ðɛr eɪ `mæn dɪ.`smeɪd	U U U P UP
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	0	0	0	0	0	Not tho' the soldier knew	0	0	0	0	0	(11, 2)	<<Meter  ID: kiparskyhanson_shakespeare  Name: Shakespeare's Meter [Kiparsky and Hanson] [strength.w=>-p on minimal feet]  Constraints:    [*footmin-s-noHX/1.0] [*footmin-wordbound-lexmono/1.0]   [*skip_initial_foot/1.0]   [*strength.w=>-p/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	4	5	4	5	swwsws	wswsws	swwsws	swwsww	not  THO  the  SOL  dier  KNEW	NOT  tho  the  SOL  dier  KNEW	NOT  THO  the  SOL  dier  KNEW	wswsws	0.666666666667	0.833333333333	0.666666666667	0.833333333333	`nɑt `ðoʊ ðə `soʊl.ʤɛː `nuː	P P U PU P
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	0	0	0	0	0	Some one had blunder'd:	1	0	1	0	1	(12, 2)	<<Meter  ID: kiparskyhanson_shakespeare  Name: Shakespeare's Meter [Kiparsky and Hanson] [strength.w=>-p on minimal feet]  Constraints:    [*footmin-s-noHX/1.0] [*footmin-wordbound-lexmono/1.0]   [*skip_initial_foot/1.0]   [*strength.w=>-p/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	5	3	5	3	5	swwsw	wswsw	swwsw	swwsw	some  ONE  had  BLUN  der'd	SOME  one  had  BLUN  der'd	SOME  one  HAD  BLUN  der'd	wswsw | swwsw	0.6	1.0	0.6	1.0	`səm wʌn `hæd `blən.dɛːd	P U P PU
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	0	0	0	0	0	Their's not to make reply,	1	0	0	0	0	(13, 2)	<<Meter  ID: kiparskyhanson_shakespeare  Name: Shakespeare's Meter [Kiparsky and Hanson] [strength.w=>-p on minimal feet]  Constraints:    [*footmin-s-noHX/1.0] [*footmin-wordbound-lexmono/1.0]   [*skip_initial_foot/1.0]   [*strength.w=>-p/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	3	5	4	5	swwsws	swswss	swwsws	swwsww	THEIR'S  not  TO  make  RE  PLY	THEIR'S  not  to  MAKE  re  PLY	THEIR'S  NOT  to  MAKE  re  PLY	swswss | wswsws | swwsws	0.5	0.833333333333	0.666666666667	0.833333333333	`ðəː `nɑt tuː `meɪk rɪ.`plaɪ	P P U P UP
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	0	0	0	0	0	Their's not to reason why,	1	0	0	0	0	(14, 2)	<<Meter  ID: kiparskyhanson_shakespeare  Name: Shakespeare's Meter [Kiparsky and Hanson] [strength.w=>-p on minimal feet]  Constraints:    [*footmin-s-noHX/1.0] [*footmin-wordbound-lexmono/1.0]   [*skip_initial_foot/1.0]   [*strength.w=>-p/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	4	5	4	5	swwsws	wswsws	swwsws	swwsww	their's  NOT  to  REA  son  WHY	THEIR'S  not  to  REA  son  WHY	THEIR'S  NOT  to  REA  son  WHY	wswsws | wswsww | swwsws | swwsww	0.666666666667	0.833333333333	0.666666666667	0.833333333333	`ðəː `nɑt tuː `riː.zən `waɪ	P P U PU P
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	0	0	0	0	0	Their's but to do and die:	1	0	0	0	0	(15, 2)	<<Meter  ID: kiparskyhanson_shakespeare  Name: Shakespeare's Meter [Kiparsky and Hanson] [strength.w=>-p on minimal feet]  Constraints:    [*footmin-s-noHX/1.0] [*footmin-wordbound-lexmono/1.0]   [*skip_initial_foot/1.0]   [*strength.w=>-p/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	2	5	4	5	swwsws	swswsw	swwsws	swwsww	THEIR'S  but  TO  do  AND  die	THEIR'S  but  to  DO  and  DIE	THEIR'S  but  to  DO  and  DIE	swswsw | swwsws | wswsws | swswws | wswwsw	0.333333333333	0.833333333333	0.666666666667	0.833333333333	`ðəː bət tuː `duː ænd `daɪ	P U U P U P
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	0	0	0	0	0	Into the valley of Death	1	0	1	0	1	(16, 2)	<<Meter  ID: kiparskyhanson_shakespeare  Name: Shakespeare's Meter [Kiparsky and Hanson] [strength.w=>-p on minimal feet]  Constraints:    [*footmin-s-noHX/1.0] [*footmin-wordbound-lexmono/1.0]   [*skip_initial_foot/1.0]   [*strength.w=>-p/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	7	5	7	3	7	swwswws	swwswsw	swwswws	swwswws	IN  to  the  VAL  ley  OF  death	IN  to  the  VAL  ley  of  DEATH	in  TO  the  VAL  ley  of  DEATH	swwswsw | swwswws | swwssws | wswswsw | wswswws | wswssws	0.714285714286	1.0	0.428571428571	1.0	ɪn.`tuː ðə `væ.liː ʌv `dɛθ	UP U PU U P
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	0	0	0	0	0	Rode the six hundred.	0	0	1	0	1	(17, 2)	<<Meter  ID: kiparskyhanson_shakespeare  Name: Shakespeare's Meter [Kiparsky and Hanson] [strength.w=>-p on minimal feet]  Constraints:    [*footmin-s-noHX/1.0] [*footmin-wordbound-lexmono/1.0]   [*skip_initial_foot/1.0]   [*strength.w=>-p/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	5	3	5	3	5	swwsw	wswsw	swwsw	swwsw	rode  THE  six  HUN  dred	RODE  the  six  HUN  dred	RODE  the  SIX  HUN  dred	wswsw	0.6	1.0	0.6	1.0	`roʊd ðə `sɪks `hən.drəd	P U P PU
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	0	0	0	0	0	Cannon to right of them,	1	0	1	0	1	(18, 3)	<<Meter  ID: kiparskyhanson_shakespeare  Name: Shakespeare's Meter [Kiparsky and Hanson] [strength.w=>-p on minimal feet]  Constraints:    [*footmin-s-noHX/1.0] [*footmin-wordbound-lexmono/1.0]   [*skip_initial_foot/1.0]   [*strength.w=>-p/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	3	6	3	6	swwsww	swswsw	swwsww	swwsww	CAN  non  TO  right  OF  them	CAN  non  to  RIGHT  of  them	CAN  non  to  RIGHT  of  them	swswsw | swwsws | swwsww | sswsws | sswsww | wswsws | wswsww | wwswsw	0.5	1.0	0.5	1.0	`kæ.nən tuː `raɪt ʌv ðɛm	PU U P U U
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	0	0	0	0	0	Cannon to left of them,	1	0	1	0	1	(19, 3)	<<Meter  ID: kiparskyhanson_shakespeare  Name: Shakespeare's Meter [Kiparsky and Hanson] [strength.w=>-p on minimal feet]  Constraints:    [*footmin-s-noHX/1.0] [*footmin-wordbound-lexmono/1.0]   [*skip_initial_foot/1.0]   [*strength.w=>-p/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	3	6	3	6	swwsww	swswsw	swwsww	swwsww	CAN  non  TO  left  OF  them	CAN  non  to  LEFT  of  them	CAN  non  to  LEFT  of  them	swswsw | swwsws | swwsww | sswsws | sswsww | wswsws | wswsww | wwswsw	0.5	1.0	0.5	1.0	`kæ.nən tuː `lɛft ʌv ðɛm	PU U P U U
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	0	0	0	0	0	Cannon in front of them	1	0	1	0	1	(20, 3)	<<Meter  ID: kiparskyhanson_shakespeare  Name: Shakespeare's Meter [Kiparsky and Hanson] [strength.w=>-p on minimal feet]  Constraints:    [*footmin-s-noHX/1.0] [*footmin-wordbound-lexmono/1.0]   [*skip_initial_foot/1.0]   [*strength.w=>-p/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	3	6	3	6	swwsww	swswsw	swwsww	swwsww	CAN  non  IN  front  OF  them	CAN  non  in  FRONT  of  them	CAN  non  in  FRONT  of  them	swswsw | swwsws | swwsww | sswsws | sswsww | wswsws | wswsww | wwswsw	0.5	1.0	0.5	1.0	`kæ.nən ɪn `frʌnt ʌv ðɛm	PU U P U U
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	0	0	0	0	0	Volley'd and thunder'd;	1	1	1	0	1	(21, 3)	<<Meter  ID: kiparskyhanson_shakespeare  Name: Shakespeare's Meter [Kiparsky and Hanson] [strength.w=>-p on minimal feet]  Constraints:    [*footmin-s-noHX/1.0] [*footmin-wordbound-lexmono/1.0]   [*skip_initial_foot/1.0]   [*strength.w=>-p/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	5	5	5	3	5	swwsw	swwsw	swwsw	swwsw	VOL  ley'd  and  THUN  der'd	VOL  ley'd  and  THUN  der'd	VOL  ley'd  and  THUN  der'd	swwsw | sswsw | sswws | wswsw	1.0	1.0	0.6	1.0	`vɑ.liːd ænd `θʌn.dɛːd	PU U PU
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	0	0	0	0	0	Storm'd at with shot and shell,	1	0	0	0	0	(22, 3)	<<Meter  ID: kiparskyhanson_shakespeare  Name: Shakespeare's Meter [Kiparsky and Hanson] [strength.w=>-p on minimal feet]  Constraints:    [*footmin-s-noHX/1.0] [*footmin-wordbound-lexmono/1.0]   [*skip_initial_foot/1.0]   [*strength.w=>-p/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	2	5	4	5	swwsws	swswsw	swwsws	swwsww	STORM'D  at  WITH  shot  AND  shell	STORM'D  at  with  SHOT  and  SHELL	STORM'D  AT  with  SHOT  and  SHELL	swswsw | wswsws | swwsws	0.333333333333	0.833333333333	0.666666666667	0.833333333333	`stɔːrmd `æt wɪð `ʃɑt ænd `ʃɛl	P P U P U P
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	0	0	0	0	0	Boldly they rode and well,	1	0	0	0	0	(23, 3)	<<Meter  ID: kiparskyhanson_shakespeare  Name: Shakespeare's Meter [Kiparsky and Hanson] [strength.w=>-p on minimal feet]  Constraints:    [*footmin-s-noHX/1.0] [*footmin-wordbound-lexmono/1.0]   [*skip_initial_foot/1.0]   [*strength.w=>-p/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	2	5	4	5	swwsws	swswsw	swwsws	swwsww	BOLD  ly  THEY  rode  AND  well	BOLD  ly  they  RODE  and  WELL	BOLD  ly  THEY  RODE  and  WELL	swswsw | wswsws | wwswsw | swwsws	0.333333333333	0.833333333333	0.666666666667	0.833333333333	`boʊld.liː `ðeɪ `roʊd ænd `wɛl	PU P P U P
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	0	0	0	0	0	Into the jaws of Death,	1	0	0	0	0	(24, 3)	<<Meter  ID: kiparskyhanson_shakespeare  Name: Shakespeare's Meter [Kiparsky and Hanson] [strength.w=>-p on minimal feet]  Constraints:    [*footmin-s-noHX/1.0] [*footmin-wordbound-lexmono/1.0]   [*skip_initial_foot/1.0]   [*strength.w=>-p/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	2	5	4	5	swwsws	swswsw	swwsws	swwsww	IN  to  THE  jaws  OF  death	IN  to  the  JAWS  of  DEATH	in  TO  the  JAWS  of  DEATH	swswsw | swwsws | wswsws | wwswsw	0.333333333333	0.833333333333	0.666666666667	0.833333333333	ɪn.`tuː ðə `ʤɔːz ʌv `dɛθ	UP U P U P
dimeter	dactylic	Z200441082	Alfred Lord Tennyson	The Charge of the Light Brigade	1854.0	0	0	0	0	0	Into the mouth of Hell	1	0	0	0	0	(25, 3)	<<Meter  ID: kiparskyhanson_shakespeare  Name: Shakespeare's Meter [Kiparsky and Hanson] [strength.w=>-p on minimal feet]  Constraints:    [*footmin-s-noHX/1.0] [*footmin-wordbound-lexmono/1.0]   [*skip_initial_foot/1.0]   [*strength.w=>-p/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	6	2	5	4	5	swwsws	swswsw	swwsws	swwsww	IN  to  THE  mouth  OF  hell	IN  to  the  MOUTH  of  HELL	in  TO  the  MOUTH  of  HELL	swswsw | swwsws | wswsws | wwswsw	0.333333333333	0.833333333333	0.666666666667	0.833333333333	ɪn.`tuː ðə `maʊθ ʌv `hɛl	UP U P U P
