Line Scheme	Meter Scheme	PoemID	Poet	Title	Year	constraint_SUM_VIOL	constraint_footmin-no-s-unless-preceded-by-ww	constraint_footmin-none	constraint_posthoc-no-final-ww	constraint_posthoc-standardize-weakpos	constraint_strength.s=>-u	constraint_strength.w=>-p	constraint_stress.s=>-u	constraint_stress.w=>-p	constraint_word-elision	line	line_is_in_nonbounded_parses	line_iscorrect	line_iscorrect_dummy	line_iscorrect_dummy_iambic	line_iscorrect_human2	line_num	meter_info	num_sylls	num_sylls_correct	num_sylls_correct_control	num_sylls_correct_control_iambic	num_sylls_correct_human2	parse	parse_comp	parse_human	parse_human2	parse_str_compu	parse_str_human	parse_str_stress	parses_comp_nonbounded	perc_sylls_correct	perc_sylls_correct_control	perc_sylls_correct_control_iambic	perc_sylls_correct_human2	prosody_ipa	prosody_stress
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	12.0	0	0	0	0	3.0	3.0	4.0	2.0	0	What in thy Dome I find, in all thy recenter efforts,	0	0	0	0	0	(76, 5)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	14	7	9	7	12	swwswswswwswsw	wswswswswswsws	swwswswswwswsw	swwswswswswwsw	what  IN  thy  DOME  i  FIND  in  ALL  thy  RE  cen  TER  ef  FORTS	WHAT  in  thy  DOME  i  FIND  in  ALL  thy  re  CEN  ter  EF  forts	WHAT  in  thy  DOME  I  FIND  in  ALL  thy  RE  cen  ter  EF  forts	wswswswswswsws	0.5	0.642857142857	0.5	0.857142857143	`wʌt ɪn ðaɪ `doʊm `aɪ `faɪnd ɪn `ɔːl ðaɪ `ɹi.sɛn.tʌ `ɛ.fɛːts	P U U P P P U P U PUU PU
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	12.0	0	0	0	0	3.0	3.0	4.0	2.0	0	Is a something, I think, more rational far, more earthly,	0	0	0	0	1	(77, 5)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	14	5	6	5	14	swswwswswwswsw	wswswswswswsw	swswwswswwswsw	swswwswswwswsw	is  A  some  THING  i  THINK  more  RAT  ional  FAR  more  EARTH  ly	IS  a  SOME  thing  i  THINK  more  RAT  ional  far  MORE  earth  LY	is  a  SOME  thing  I  THINK  MORE  RAT  ional  far  MORE  EARTH  LY	wswswswswswsw	0.357142857143	0.428571428571	0.357142857143	1.0	ɪz eɪ `səm.θɪŋ `aɪ `θɪŋk `mɔːr `ræ.ʃə.nəl `fɑr `mɔːr `ɛːθ.liː	U U PU P P P PUU P P PU
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	4.0	0	0	0	0	0	0	2.0	2.0	0	Actual, less ideal, devout not in scorn and refusal,	0	0	0	0	1	(78, 5)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	15	5	7	9	15	swwswswswwswwsw	swswswswswswsw	swwswswswwswwsw	swwswswswwswwsw	AC  tual  LESS  ide  AL  de  VOUT  not  IN  scorn  AND  ref  USA  l	AC  tual  less  IDE  al  DE  vout  NOT  in  scorn  AND  ref  usa  L	AC  tual  less  IDE  al  DE  vout  NOT  IN  scorn  AND  ref  usa  L	swswswswswswsw	0.333333333333	0.466666666667	0.6	1.0	`æk.ʧə.wəl `lɛs aɪ.`diːl dɪ.`vaʊt `nɑt ɪn `skɔːrn ænd rə.`fjuː.zəl	PUU P UP UP P U P U UPU
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	6.0	0	0	0	0	0	0	4.0	2.0	0	But in a positive, calm, Stoic-Epicurean acceptance.	0	0	0	0	0	(79, 5)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	16	9	11	9	15	swwswwsswswswwsw	wswswswswswswswsw	swwswwsswswswwsw	swwswwswwswswwsw	but  IN  a  POS  i  TIVE  calm  STO  ic  EP  ic  UR  ea  N  ac  CEP  tance	BUT  in  a  POS  i  tive  CALM  STO  ic  EP  ic  UR  ea  n  AC  cep	but  in  a  POS  i  tive  CALM  STO  ic  EP  ic  ur  EA  n  ac  CEP  tance	wswswswswswswswsw	0.5625	0.6875	0.5625	0.9375	bət ɪn eɪ `pɑ.zʌ.tɪv `kɑm `stoʊ.ɪk 'ɛ.pə.kjʊ.`riː.ən æk.`sɛp.təns	U U U PUU P PU SUUPU UPU
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	16.0	0	0	0	0	3.0	3.0	6.0	4.0	0	This I begin to detect in St. Peter's and some of the churches,	0	0	1	0	1	(80, 5)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	17	9	17	9	17	swwswwswwswwswwsw	wswswswswswswswsw	swwswwswwswwswwsw	swwswwswwswwswwsw	this  I  be  GIN  to  DE  tect  IN  st  PE  ter's  AND  some  OF  the  CHURCH  es	THIS  i  be  GIN  to  de  TECT  in  st  PE  ter's  and  SOME  of  the  CHURCH  es	this  I  be  GIN  to  de  TECT  in  ST  PE  ter's  and  SOME  of  the  CHURCH  es	wswswswswswswswsw	0.529411764706	1.0	0.529411764706	1.0	ðɪs `aɪ bɪ.`gɪn tuː dɪ.`tɛkt ɪn `striːt `piː.tɛːz ænd `səm ʌv ðə `ʧɛː.ʧəz	U P UP U UP U P PU U P U U PU
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	12.0	0	0	0	0	3.0	3.0	4.0	2.0	0	Mostly in all that I see of the sixteenth-century masters;	0	0	0	0	1	(81, 5)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	16	8	12	8	16	swwswwswwswswwsw	swswswswswswswsw	swwswwswwswswwsw	swwswwswwswswwsw	MOST  ly  IN  all  THAT  i  SEE  of  THE  six  TEENTH  cen  TU  ry  MAS  ters	MOST  ly  in  ALL  that  i  SEE  of  the  SIX  teenth  CEN  tu  ry  MAS  ters	MOST  ly  in  ALL  THAT  I  SEE  of  the  six  TEENTH  CEN  tu  ry  MAS  ters	swswswswswswswsw	0.5	0.75	0.5	1.0	`moʊst.liː ɪn `ɔːl `ðæt `aɪ `siː ʌv ðə sɪk.`stiːnθ `sɛn.ʧɛː.iː `mæ.stɛːz	PU U P P P P U U UP PUU PU
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	16.0	0	0	0	0	3.0	3.0	6.0	4.0	0	Overlaid of course with infinite gauds and gewgaws,	0	0	0	0	1	(82, 5)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	13	8	8	5	13	swswswswwswsw	swswswswswsws	swswswswwswsw	swswswswwswsw	OVE  rla  ID  of  COURSE  with  IN  fi  NITE  gauds  AND  gew  GAWS	OVE  rla  ID  of  COURSE  with  IN  fi  nite  GAUDS  and  GEW  gaws	OVE  rla  ID  of  COURSE  with  IN  fi  nite  GAUDS  and  GEW  gaws	swswswswswsws	0.615384615385	0.615384615385	0.384615384615	1.0	`oʊ.vɛː.'leɪd ʌv `kɔːrs wɪð `ɪn.fə.nət `ɡɔːd ænd `dʒjʉː.ɡɔː	PUS U P U PUU P U PU
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	29.0	0	0	0	0	6.0	9.0	8.0	6.0	0	Innocent, playful follies, the toys and trinkets of childhood,	0	0	0	0	1	(83, 5)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	15	7	8	8	15	swwswswwswswwsw	swswswswswswsws	swwswswwswswwsw	swwswswwswswwsw	IN  no  CENT  play  FUL  fol  LIES  the  TOYS  and  TRIN  kets  OF  child  HOOD	IN  no  cent  PLAY  ful  FOL  lies  the  TOYS  and  TRIN  kets  of  CHILD  hood	IN  no  cent  PLAY  ful  FOL  lies  the  TOYS  and  TRIN  kets  of  CHILD  HOOD	swswswswswswsws	0.466666666667	0.533333333333	0.533333333333	1.0	`ɪ.nʌ.sənt `pleɪ.fəl `fɑ.liːz ðə `tɔɪz ænd `trɪŋ.kəts ʌv `ʧaɪld.'hʊd	PUU PU PU U P U PU U PS
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	20.0	0	0	0	0	3.0	3.0	8.0	6.0	0	Forced on maturer years, as the serious one thing needful,	0	0	0	0	1	(84, 5)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	15	10	8	10	15	swwswswwswwswsw	wswswswswswswsw	swwswswwswwswsw	swwswswwswwswsw	forced  ON  ma  TUR  er  YEARS  as  THE  se  RI  ous  ONE  thing  NEED  ful	FORCED  on  ma  TUR  er  YEARS  as  the  SE  ri  ous  ONE  thing  NEED  ful	FORCED  on  ma  TUR  er  YEARS  as  the  SE  ri  ous  one  THING  NEED  ful	wswswswswswswsw | swswswswswswsw | swswswswswswsws	0.666666666667	0.533333333333	0.666666666667	1.0	`fɔːrst ɑn mʌ.`tʃʊə.ɹʌ `jɪrz æz ðə `sɪ.riː.əs wʌn `θɪŋ `niːd.fəl	P U UPU P U U PUU U P PU
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	18.0	0	0	0	0	3.0	3.0	10.0	2.0	0	By the barbarian will of the rigid and ignorant Spaniard.	0	0	1	0	1	(85, 5)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	17	9	17	9	17	swwswwswwswwswwsw	wswswswswswswswsw	swwswwswwswwswwsw	swwswwswwswwswwsw	by  THE  ba  RB  ar  IAN  will  OF  the  RI  gid  AND  ig  NO  rant  SPAN  iard	BY  the  ba  RB  ar  ian  WILL  of  the  RI  gid  and  IG  no  rant  SPAN  iard	by  the  ba  RB  ar  ian  will  of  the  RI  gid  and  IG  no  rant  SPAN  iard	wswswswswswswswsw	0.529411764706	1.0	0.529411764706	1.0	baɪ ðə bɑr.`bɛ.riː.ən wɪl ʌv ðə `rɪ.ʤʌd ænd `ɪg.nɛː.ənt `spæ.njɛːd	U U UPUU U U U PU U PUU PU
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	12.0	0	0	0	0	0	3.0	4.0	4.0	1.0	Curious work, meantime, re-entering society: how we	0	0	0	0	0	(86, 6)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	14	3	9	11	10	swwswswswswsww	swswswswswswsws	swwswswswswsww	swwswswswwswwsw	CUR  ious  WORK  mean  TIME  re  EN  ter  ING  so  CI  et  Y  how  WE	CUR  ious  work  MEAN  time  RE  en  TER  ing  SO  ci  ET  y  how	CUR  ious  work  MEAN  TIME  RE  EN  TER  ing  so  ci  ET  y  how  we	swswswswswswsws | wswswswswswswsws	0.214285714286	0.642857142857	0.785714285714	0.714285714286	`kjʊ.riː.əs `wɛːk `miːn.'taɪm `reɪ `ɛn.tɛː.ɪŋ sə.`saɪ.ə.tiː haʊ `wiː	PUU P PS P PUU UPUU U P
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	8.0	0	0	0	0	0	3.0	0	4.0	1.0	Walk a livelong day, great Heaven, and watch our shadows!	0	0	0	0	1	(87, 6)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	13	8	8	4	13	swswswswwswsw	swswswswswsw	swswswswwswsw	swswswswwswsw	WALK  a  LIVE  long  DAY  great  HEAVEN  and  WATCH  our  SHAD  ows	WALK  a  LIVE  long  DAY  great  HEAVEN  and  watch  OUR  shad  OWS	WALK  a  LIVE  long  DAY  GREAT  HEAVEN  and  watch  OUR  shad  OWS	swswswswswsw | swswswswswsws	0.615384615385	0.615384615385	0.307692307692	1.0	`wɔːk eɪ `laɪv.lɑŋ `deɪ `greɪt `hɛ.vən ænd `wɑʧ aʊr `ʃæ.'doʊz	P U PU P P PU U P U PS
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	7.0	0	0	0	0	0	3.0	2.0	2.0	0	What our shadows seem, forsooth, we will ourselves be.	1	1	0	0	1	(88, 6)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	12	12	6	0	12	swswswswswsw	swswswswswsw	swswswswswsw	swswswswswsw	WHAT  our  SHAD  ows  SEEM  for  SOOTH  we  WILL  our  SELVES  be	WHAT  our  SHAD  ows  SEEM  for  SOOTH  we  WILL  our  SELVES  be	WHAT  our  SHAD  OWS  SEEM  for  SOOTH  WE  will  our  selves  BE	swswswswswsw	1.0	0.5	0.0	1.0	`wʌt aʊr `ʃæ.'doʊz `siːm fɔː.`sʉːθ `wiː wɪl aʊ.ɛː.`sɛlvz `biː	P U PS P UP P U UUP P
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	0	0	0	0	0	0	0	0	0	0	Do I look like that? you think me that: then I am that.	0	0	0	0	0	(89, 6)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	13	10	10	3	9	swswswswwswws	swswswswswsws	swswswswwswws	swswswswswwsw	DO  i  LOOK  like  THAT  you  THINK  me  THAT  then  I  am  THAT	DO  i  LOOK  like  THAT  you  THINK  me  that  THEN  i  am  THAT	DO  I  LOOK  LIKE  THAT  you  THINK  me  THAT  THEN  I  am  THAT	swswswswswsws	0.769230769231	0.769230769231	0.230769230769	0.692307692308	`duː `aɪ `lʊk `laɪk `ðæt juː `θɪŋk miː `ðæt `ðɛn `aɪ æm `ðæt	P P P P P U P U P P P U P
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	18.0	0	0	0	0	3.0	3.0	6.0	6.0	0	Luther, they say, was unwise; like a half-taught German, he could not	0	0	0	0	1	(90, 0)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	16	8	12	8	16	swwswwswwswswwsw	swswswswswswswsw	swwswwswwswswwsw	swwswwswwswswwsw	LUT  her  THEY  say  WAS  un  WISE  like  A  half  TAUGHT  ger  MAN  he  COULD  not	LUT  her  they  SAY  was  un  WISE  like  a  HALF  taught  GER  man  he  COULD  not	LUT  her  THEY  SAY  was  un  WISE  LIKE  a  HALF  TAUGHT  GER  man  HE  COULD  NOT	swswswswswswswsw | wswswswswswswsws	0.5	0.75	0.5	1.0	`luː.θɛː `ðeɪ `seɪ wɑz ən.`waɪz `laɪk eɪ `hæf `tɔːt `ʤɛː.mən `hiː `kʊd `nɑt	PU P P U UP P U P P PU P P P
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	18.0	0	0	0	0	3.0	3.0	6.0	6.0	0	See that old follies were passing most tranquilly out of remembrance;	0	0	1	0	1	(91, 0)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	17	9	17	9	17	swwswwswwswwswwsw	wswswswswswswswsw	swwswwswwswwswwsw	swwswwswwswwswwsw	see  THAT  old  FOL  lies  WERE  pass  ING  most  TRAN  quil  LY  out  OF  re  MEM  brance	SEE  that  old  FOL  lies  were  PASS  ing  most  TRAN  quil  ly  OUT  of  re  MEM  brance	SEE  THAT  OLD  FOL  lies  were  PASS  ing  MOST  TRAN  quil  LY  out  of  re  MEM  brance	wswswswswswswswsw	0.529411764706	1.0	0.529411764706	1.0	`siː `ðæt `oʊld `fɑ.liːz wɛː `pæ.sɪŋ `moʊst `tɹæn.kwɪ.'li aʊt ʌv riː.`mɛm.brəns	P P P PU U PU P PUS U U UPU
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	31.0	0	0	0	0	9.0	6.0	10.0	6.0	0	Leo the Tenth was employing all efforts to clear out abuses;	0	0	1	0	1	(92, 0)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	17	8	17	9	17	swwswwswwswwswwsw	swswswswswswswsws	swwswwswwswwswwsw	swwswwswwswwswwsw	LE  o  THE  tenth  WAS  em  PLOY  ing  ALL  ef  FORTS  to  CLEAR  out  AB  us  ES	LE  o  the  TENTH  was  em  PLOY  ing  all  EF  forts  to  CLEAR  out  ab  US  es	LE  o  the  TENTH  was  em  PLOY  ing  ALL  EF  forts  to  CLEAR  out  ab  US  es	swswswswswswswsws | wswswswswswswswsw	0.470588235294	1.0	0.529411764706	1.0	`liː.oʊ ðə `tɛnθ wɑz ɛm.`plɔɪ.ɪŋ `ɔːl `ɛ.fɛːts tuː `klɪr aʊt ə.`bjuː.sɪz	PU U P U UPU P PU U P U UPU
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	30.0	0	0	0	0	6.0	6.0	10.0	8.0	0	Jupiter, Juno, and Venus, Fine Arts, and Fine Letters, the Poets,	0	0	1	0	1	(93, 0)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	17	8	17	9	17	swwswwswwswwswwsw	swswswswswswswsws	swwswwswwswwswwsw	swwswwswwswwswwsw	JU  pi  TER  jun  O  and  VEN  us  FINE  arts  AND  fine  LET  ters  THE  po  ETS	JU  pi  ter  JUN  o  and  VEN  us  fine  ARTS  and  fine  LET  ters  the  PO  ets	JU  pi  ter  JUN  o  and  VEN  us  FINE  ARTS  and  FINE  LET  ters  the  PO  ets	swswswswswswswsws | wswswswswswswswsw	0.470588235294	1.0	0.529411764706	1.0	`ʤuː.pə.tɛː `ʤuː.noʊ ænd `viː.nəs `faɪn `ɑrts ænd `faɪn `lɛ.tɛːz ðə `poʊ.əts	PUU PU U PU P P U P PU U PU
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	34.0	0	0	0	0	9.0	9.0	10.0	6.0	0	Scholars, and Sculptors, and Painters, were quietly clearing away the	0	0	1	0	1	(94, 0)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	17	9	17	9	17	swwswwswwswwswwsw	wswswswswswswswsw	swwswwswwswwswwsw	swwswwswwswwswwsw	schol  ARS  and  SCULP  tors  AND  pain  TERS  were  QUI  et  LY  clear  ING  aw  AY  the	SCHOL  ars  and  SCULP  tors  and  PAIN  ters  were  QUI  et  ly  CLEAR  ing  aw  AY  the	SCHOL  ars  and  SCULP  tors  and  PAIN  ters  were  QUI  et  ly  CLEAR  ing  aw  AY  the	wswswswswswswswsw	0.529411764706	1.0	0.529411764706	1.0	`skɑ.lɛːz ænd `skʌlp.tɛːz ænd `peɪn.tɛːz wɛː `kwaɪ.ət.liː `klɪ.rɪŋ ə.`weɪ ðə	PU U PU U PU U PUU PU UP U
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	26.0	0	0	0	0	6.0	6.0	8.0	6.0	0	Martyrs, and Virgins, and Saints, or at any rate Thomas Aquinas:	0	0	1	0	1	(95, 0)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	17	9	17	9	17	swwswwswwswwswwsw	wswswswswswswswsw	swwswwswwswwswwsw	swwswwswwswwswwsw	mar  TYRS  and  VIR  gins  AND  saints  OR  at  AN  y  RATE  th  OMAS  aq  UI  nas	MAR  tyrs  and  VIR  gins  and  SAINTS  or  at  AN  y  rate  TH  omas  aq  UI  nas	MAR  tyrs  and  VIR  gins  and  SAINTS  or  AT  AN  y  RATE  TH  omas  aq  UI  nas	wswswswswswswswsw	0.529411764706	1.0	0.529411764706	1.0	`mɑr.tɛːz ænd `vɛː.ʤənz ænd `seɪnts ɔːr `æt `ɛ.niː `reɪt `tɑ.məs ə.`kwaɪ.nəs	PU U PU U P U P PU P PU UPU
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	18.0	0	0	0	0	3.0	3.0	6.0	6.0	0	He must forsooth make a fuss and distend his huge Wittenberg lungs, and	0	0	1	0	1	(96, 0)	<<Meter  Name: None  Constraints: [*strength.s=>-u/3.0] [*strength.w=>-p/3.0] [*stress.s=>-u/2.0] [*stress.w=>-p/2.0] [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0] [*posthoc-no-final-ww/2.0] [*posthoc-standardize-weakpos/1.0] [*word-elision/1.0]  MaxS, MaxW: 1, 1  Split heavies?: 0 >>	17	9	17	9	17	swwswwswwswwswwsw	wswswswswswswswsw	swwswwswwswwswwsw	swwswwswwswwswwsw	he  MUST  for  SOOTH  make  A  fuss  AND  dis  TEND  his  HUGE  wit  TEN  berg  LUNGS  and	HE  must  for  SOOTH  make  a  FUSS  and  dis  TEND  his  huge  WIT  ten  berg  LUNGS  and	HE  MUST  for  SOOTH  MAKE  a  FUSS  and  dis  TEND  his  HUGE  WIT  ten  berg  LUNGS  and	wswswswswswswswsw	0.529411764706	1.0	0.529411764706	1.0	`hiː `məst fɔː.`sʉːθ `meɪk eɪ `fəs ænd dɪ.`stɛnd hɪz `hjuːʤ `wɪ.tən.bɛːg `lʌŋz ænd	P P UP P U P U UP U P PUU P U
