Line Scheme	Meter Scheme	PoemID	Poet	Title	Year	line_num	line	parse
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(18, 1)	Only the Arch of Titus and view from the Lateran please me:	swwswswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(19, 1)	This, however, perhaps is the weather, which truly is horrid.	swswwswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(20, 1)	Greece must be better, surely; and yet I am feeling so spiteful,	swwswswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(21, 1)	That I could travel to Athens, to Delphi, and Troy, and Mount Sinai,	swwswwswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(22, 1)	Though but to see with my eyes that these are vanity also.	swwswwswswswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(23, 2)	Rome disappoints me much; I hardly as yet understand, but	swwswswswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(24, 2)	Rubbishy seems the word that most exactly would suit it.	swwswswswswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(25, 2)	All the foolish destructions, and all the sillier savings,	swswwswwswswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(26, 2)	All the incongruous things of past incompatible ages,	swwswwswswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(27, 2)	Seem to be treasured up here to make fools of present and future.	swwswwswwswswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(28, 2)	Would to Heaven the old Goths had made a cleaner sweep of it!	swswwswwswswsww
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(29, 2)	Would to Heaven some new ones would come and destroy these churches!	swswwswwswwswsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(30, 2)	However, one can live in Rome as also in London.	swwswswswswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(31, 2)	It is a blessing, no doubt, to be rid, at least for a time, of	swwswwswwswswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(32, 2)	All one's friends and relations, yourself (forgive me!) included, 	swswwswwswswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(33, 2)	All the assujettissement of having been what one has been,	swwswwswswwswws
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(34, 2)	What one thinks one is, or thinks that others suppose one;	swwswwswswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(35, 2)	Yet, in despite of all, we turn like fools to the English.	swwswswswswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(36, 2)	Vernon has been my fate; who is here the same that you knew him, 	swwswswwswswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(37, 2)	Making the tour, it seems, with friends of the name of Trevellyn.	swwswswswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(38, 0)	Rome disappoints me still; but I shrink and adapt myself to it.	swwswswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(39, 0)	Somehow a tyrannous sense of a superincumbent oppression	swwswwswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(40, 0)	Still, wherever I go, accompanies ever, and makes me	swswwswswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(41, 0)	Feel like a tree (shall I say?) buried under a ruin of brickwork.	swwswwsswswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(42, 0)	Rome, believe me, my friend, is like its own Monte Testaceo,	swswwswswwswwsww
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(43, 0)	Merely a marvellous mass of broken and castaway wine-pots.	swwswwswswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(44, 0)	Ye gods! what do I want with this rubbish of ages departed,	wsswwswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(45, 0)	Things that nature abhors, the experiments that she has failed in?	swswwswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(46, 0)	What do I find in the Forum? An archway and two or three pillars.	swwswwswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(47, 0)	Well, but St. Peter's? Alas, Bernini has filled it with sculpture!	swwswwswswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(48, 0)	No one can cavil, I grant, at the size of the great Coliseum.	swwswwswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(49, 0)	Doubtless the notion of grand and capacious and massive amusement,	swwswwswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(50, 0)	This the old Romans had; but tell me, is this an idea?	swwswswswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(51, 0)	Yet of solidity much, but of splendour little is extant:	swwswwswwswswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(52, 0)	‘Brickwork I found thee, and marble I left thee!’ their Emperor vaunted;	swwswwswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(53, 0)	‘Marble I thought thee, and brickwork I find thee!’ the Tourist may answer.	swwswwswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(54, 3)	At last, dearest Louisa, I take up my pen to address you.	swswwswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(55, 3)	Here we are, you see, with the seven-and-seventy boxes,	swswswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(56, 3)	Courier, Papa and Mamma, the children, and Mary and Susan:	swwswwswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(57, 3)	Here we all are at Rome, and delighted of course with St. Peter's,	swwswswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(58, 3)	And very pleasantly lodged in the famous Piazza di Spagna.	wswswwswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(59, 3)	Rome is a wonderful place, but Mary shall tell you about it;	swwswwswswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(60, 3)	Not very gay, however; the English are mostly at Naples;	swwswswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(61, 3)	There are the A.'s, we hear, and most of the W. party.	swwswswswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(62, 4)	George, however, is come; did I tell you about his mustachios?	swswwswwswwswwsww
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(63, 4)	Dear, I must really stop, for the carriage, they tell me, is waiting;	swwswswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(64, 4)	Mary will finish; and Susan is writing, they say, to Sophia.	swwswwswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(65, 4)	Adieu, dearest Louise, evermore your faithful Georgina.	swswwswwswswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(66, 4)	Who can a Mr. Claude be whom George has taken to be with?	swwswswwswswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(67, 4)	Very stupid, I think, but George says so very clever.	swswwswswswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(68, 5)	No, the Christian faith, as at any rate I understood it,	swswswwswswwsww
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(69, 5)	With its humiliations and exaltations combining,	swwswswwswswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(70, 5)	Exaltations sublime, and yet diviner abasements,	swswwswswswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(71, 5)	Aspirations from something most shameful here upon earth and	swswwswwswswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(72, 5)	In our poor selves to something most perfect above in the heavens, 	swwswswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(73, 5)	No, the Christian faith, as I, at least, understood it,	swswswswswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(74, 5)	Is not here, O Rome, in any of these thy churches;	swswswswwswsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(75, 5)	Is not here, but in Freiburg, or Rheims, or Westminster Abbey.	swwswswwswswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(76, 5)	What in thy Dome I find, in all thy recenter efforts,	swwswswswwswsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(77, 5)	Is a something, I think, more rational far, more earthly,	swswwswswwswsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(78, 5)	Actual, less ideal, devout not in scorn and refusal,	swwswswswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(79, 5)	But in a positive, calm, Stoic-Epicurean acceptance.	swwswwsswswswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(80, 5)	This I begin to detect in St. Peter's and some of the churches,	swwswwswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(81, 5)	Mostly in all that I see of the sixteenth-century masters;	swwswwswwswswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(82, 5)	Overlaid of course with infinite gauds and gewgaws,	swswswswwswsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(83, 5)	Innocent, playful follies, the toys and trinkets of childhood,	swwswswwswswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(84, 5)	Forced on maturer years, as the serious one thing needful,	swwswswwswwswsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(85, 5)	By the barbarian will of the rigid and ignorant Spaniard.	swwswwswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(86, 6)	Curious work, meantime, re-entering society: how we	swwswswswswsww
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(87, 6)	Walk a livelong day, great Heaven, and watch our shadows!	swswswswwswsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(88, 6)	What our shadows seem, forsooth, we will ourselves be.	swswswswswsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(89, 6)	Do I look like that? you think me that: then I am that.	swswswswwswws
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(90, 0)	Luther, they say, was unwise; like a half-taught German, he could not	swwswwswwswswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(91, 0)	See that old follies were passing most tranquilly out of remembrance;	swwswwswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(92, 0)	Leo the Tenth was employing all efforts to clear out abuses;	swwswwswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(93, 0)	Jupiter, Juno, and Venus, Fine Arts, and Fine Letters, the Poets,	swwswwswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(94, 0)	Scholars, and Sculptors, and Painters, were quietly clearing away the	swwswwswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(95, 0)	Martyrs, and Virgins, and Saints, or at any rate Thomas Aquinas:	swwswwswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(96, 0)	He must forsooth make a fuss and distend his huge Wittenberg lungs, and	swwswwswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(97, 0)	Bring back Theology once yet again in a flood upon Europe:	swwswwswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(98, 0)	Lo you, for forty days from the windows of heaven it fell; the	swwswswwswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(99, 0)	Waters prevail on the earth yet more for a hundred and fifty;	swwswwswswwswwsw
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849	(100, 0)	Are they abating at last? the doves that are sent to explore are	swwswwswswwswwsw
trimeter	dactylic	Z300289712	Robert Browning	Misconceptions	1855	(1, 1)	    This is a spray the Bird clung to,	swwswwsw
trimeter	dactylic	Z300289712	Robert Browning	Misconceptions	1855	(2, 1)	        Making it blossom with pleasure,	swwswwsw
trimeter	dactylic	Z300289712	Robert Browning	Misconceptions	1855	(3, 1)	    Ere the high tree-top she sprung to,	swwswwsw
trimeter	dactylic	Z300289712	Robert Browning	Misconceptions	1855	(4, 1)	        Fit for her nest and her treasure.	swwswwsw
trimeter	dactylic	Z300289712	Robert Browning	Misconceptions	1855	(5, 1)	        Oh, what a hope beyond measure	swwswwsw
tetrameter	dactylic	Z300289712	Robert Browning	Misconceptions	1855	(6, 1)	Was the poor spray's, which the flying feet hung to, 	swwswwswwsw
tetrameter	dactylic	Z300289712	Robert Browning	Misconceptions	1855	(7, 1)	So to be singled out, built in, and sung to!	swwswwswwsw
trimeter	dactylic	Z300289712	Robert Browning	Misconceptions	1855	(8, 2)	    This is a heart the Queen leant on.	swwswwsw
trimeter	dactylic	Z300289712	Robert Browning	Misconceptions	1855	(9, 2)	        Thrilled in a minute erratic,	swwswwsw
trimeter	dactylic	Z300289712	Robert Browning	Misconceptions	1855	(10, 2)	    Ere the true bosom she bent on,	swwswwsw
trimeter	dactylic	Z300289712	Robert Browning	Misconceptions	1855	(11, 2)	        Meet for love's regal dalmatic.	swwswwsw
trimeter	dactylic	Z300289712	Robert Browning	Misconceptions	1855	(12, 2)	        Oh, what a fancy ecstatic	swwswwsw
tetrameter	dactylic	Z300289712	Robert Browning	Misconceptions	1855	(13, 2)	Was the poor heart's, ere the wanderer went on 	swwswwswwsw
tetrameter	dactylic	Z300289712	Robert Browning	Misconceptions	1855	(14, 2)	Love to be saved for it, proffered to, spent on!	swwswwswwsw
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(1, 1)	One more Unfortunate,	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(2, 1)	Weary of breath,	swws
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(3, 1)	Rashly importunate,	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(4, 1)	Gone to her death!	swws
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(5, 2)	Take her up tenderly,	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(6, 2)	Lift her with care;	swws
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(7, 2)	Fashion'd so slenderly,	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(8, 2)	Young, and so fair!	swws
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(9, 3)	Look at her garments	swwsw
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(10, 3)	Clinging like cerements;	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(11, 3)	Whilst the wave constantly	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(12, 3)	Drips from her clothing;	swwsw
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(13, 3)	Take her up instantly,	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(14, 3)	Loving, not loathing. 	swwsw
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(15, 4)	Touch her not scornfully;	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(16, 4)	Think of her mournfully,	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(17, 4)	Gently and humanly;	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(18, 4)	Not of the stains of her,	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(19, 4)	All that remains of her	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(20, 4)	Now is pure womanly.	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(21, 5)	Make no deep scrutiny	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(22, 5)	Into her mutiny	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(23, 5)	Rash and undutiful:	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(24, 5)	Past all dishonour,	swwsw
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(25, 5)	Death has left on her	swwsw
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(26, 5)	Only the beautiful.	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(27, 6)	Still, for all slips of hers,	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(28, 6)	One of Eve's family 	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(29, 6)	Wipe those poor lips of hers	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(30, 6)	Oozing so clammily.	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(31, 7)	Loop up her tresses	swwsw
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(32, 7)	Escaped from the comb,	swws
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(33, 7)	Her fair auburn tresses;	wswwsw
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(34, 7)	Whilst wonderment guesses	wswwsw
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(35, 7)	Where was her home?	swws
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(36, 8)	Who was her father?	swwsw
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(37, 8)	Who was her mother?	swwsw
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(38, 8)	Had she a sister?	swwsw
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(39, 8)	Had she a brother?	swwsw
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(40, 8)	Or was there a dearer one	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(41, 8)	Still, and a nearer one	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(42, 8)	Yet, than all other?	swwsw
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(43, 9)	Alas! for the rarity	wswwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(44, 9)	Of Christian charity	swsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(45, 9)	Under the sun!	swws
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(46, 9)	Oh! it was pitiful!	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(47, 9)	Near a whole city full,	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(48, 9)	Home she had none.	swws
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(49, 10)	Sisterly, brotherly,	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(50, 10)	Fatherly, motherly	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(51, 10)	Feelings had changed:	swws
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(52, 10)	Love, by harsh evidence,	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(53, 10)	Thrown from its eminence;	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(54, 10)	Even God's providence	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(55, 10)	Seeming estranged.	swws
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(56, 11)	Where the lamps quiver	swwsw
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(57, 11)	So far in the river,	wswwsw
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(58, 11)	With many a light	wswws
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(59, 11)	From window and casement,	wswwsw
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(60, 11)	From garret to basement,	wswwsw
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(61, 11)	She stood, with amazement,	wswwsw
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(62, 11)	Houseless by night.	swws
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(63, 12)	The bleak wind of March	wswws
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(64, 12)	Made her tremble and shiver;	swswwsw
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(65, 12)	But not the dark arch,	wswws
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(66, 12)	Or the black flowing river:	wwswwsw
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(67, 12)	Mad from life's history,	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(68, 12)	Glad to death's mystery,	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(69, 12)	Swift to be hurl'd 	swws
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(70, 12)	Any where, any where	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(71, 12)	Out of the world!	swws
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(72, 13)	In she plunged boldly,	swwsw
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(73, 13)	No matter how coldly	wswwsw
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(74, 13)	The rough river ran, 	wswws
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(75, 13)	Over the brink of it,	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(76, 13)	Picture it think of it,	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(77, 13)	Dissolute Man!	swws
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(78, 13)	Lave in it, drink of it.	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(79, 13)	Then, if you can!	swws
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(80, 14)	Take her up tenderly,	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(81, 14)	Lift her with care;	swws
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(82, 14)	Fashion'd so slenderly,	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(83, 14)	Young, and so fair!	swws
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(84, 15)	Ere her limbs frigidly	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(85, 15)	Stiffen too rigidly,	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(86, 15)	Decently, kindly, 	swwsw
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(87, 15)	Smoothe, and compose them;	swwsw
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(88, 15)	And her eyes, close them,	swwsw
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(89, 15)	Staring so blindly!	swwsw
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(90, 16)	Dreadfully staring	swwsw
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(91, 16)	Thro' muddy impurity,	wswwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(92, 16)	As when with the daring	wswwsw
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(93, 16)	Last look of despairing	wswwsw
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(94, 16)	Fix'd on futurity.	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(95, 17)	Perishing gloomily,	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(96, 17)	Spurr'd by contumely,	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(97, 17)	Cold inhumanity,	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(98, 17)	Burning insanity,	swwsww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(99, 17)	Into her rest. 	swws
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862	(100, 17)	Cross her hands humbly,	swwsw
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910	(1, 1)	Gone faded out of the story, the sea-faring friend I remember?	swwswwswwswwswwsw
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910	(2, 1)	Gone for a decade, they say: never a word or a sign.	swwswwsswwswws
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910	(3, 1)	Gone with his hard red face that only his laughter could wrinkle,	swwswswswwswwsw
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910	(4, 1)	Down where men go to be still, by the old way of the sea.	swwswwswwsswws
