"Line Scheme","Meter Scheme","PoemID","Poet","Title","Year","constraint_SUM_VIOL","constraint_footmin-f-resolution","constraint_footmin-w-resolution","constraint_strength.w=>-p","constraint_stress.s=>-u","constraint_stress.w=>-p","line","line_is_in_nonbounded_parses","line_iscorrect","line_iscorrect_dummy","line_iscorrect_dummy_iambic","line_iscorrect_human2","line_num","meter_info","num_sylls","num_sylls_correct","num_sylls_correct_control","num_sylls_correct_control_iambic","num_sylls_correct_human2","parse","parse_comp","parse_human","parse_human2","parse_str_compu","parse_str_human","parse_str_stress","parses_comp_nonbounded","perc_sylls_correct","perc_sylls_correct_control","perc_sylls_correct_control_iambic","perc_sylls_correct_human2","prosody_ipa","prosody_stress"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,0,0,0,0,0,0,"Compared with the speed of its flight,",1,1,0,0,1,"(42, 6)","None",8,8,3,5,8,"wswwswws","wswwswws","wswwswws","wswwswws","com  PARED  with  the  SPEED  of  its  FLIGHT","com  PARED  with  the  SPEED  of  its  FLIGHT","com  PARED  with  the  SPEED  of  its  FLIGHT","wswwswws",1,0.375,0.625,1,"kəm.`pɛrd wɪð ðə `spiːd ʌv ɪts `flaɪt","UP U U P U U P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,2,2,0,0,0,0,"The tempest itself lags behind,",0,0,0,0,1,"(43, 6)","None",8,7,3,5,8,"wswwswws","wswwssws","wswwswws","wswwswws","the  TEM  pest  it  SELF  LAGS  be  HIND","the  TEM  pest  it  SELF  lags  be  HIND","the  TEM  pest  it  SELF  LAGS  be  HIND","wswwssws | wswswsws | wsswssws | wswwswss | wswsswss | wsswswss",0.875,0.375,0.625,1,"ðə `tɛm.pəst ɪt.`sɛlf `lægz bɪ.`haɪnd","U PU UP P UP"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,2,1,0,0,0,1,"And the swift winged arrows of light.",0,0,0,0,1,"(44, 6)","None",9,5,8,4,9,"wwswwswws","wwswswws","wwswwswws","wwswwswws","and  the  SWIFT  winged  AR  rows  of  LIGHT","and  the  SWIFT  winged  ar  ROWS  of  light","and  the  SWIFT  WINGED  AR  rows  of  LIGHT","wwswswws | wwswssws",0.555555555556,0.888888888889,0.444444444444,1,"ænd ðə `swɪft `wɪŋd `æ.roʊz ʌv `laɪt","U U P P PU U P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,1,1,0,0,0,0,"When I think of my own native land,",1,0,1,0,1,"(45, 6)","None",9,7,9,4,9,"wwswwswws","swswwssws","wwswwswws","wwswwswws","WHEN  i  THINK  of  my  OWN  NA  tive  LAND","when  i  THINK  of  my  OWN  na  tive  LAND","WHEN  i  THINK  of  my  OWN  NA  tive  LAND","swswwssws | swswswsws | wwswwssws | wwswswsws | swswwswws | wwswwswws",0.777777777778,1,0.444444444444,1,"`wɛn aɪ `θɪŋk ʌv maɪ `oʊn `neɪ.tɪv `lænd","P U P U U P PU P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,1,1,0,0,0,0,"In a moment I seem to be there;",0,0,1,0,1,"(46, 6)","None",9,6,9,4,9,"wwswwswws","wwswsswsw","wwswwswws","wwswwswws","in  a  MO  ment  I  SEEM  to  BE  there","in  a  MO  ment  i  SEEM  to  be  THERE","in  a  MO  ment  I  SEEM  to  BE  there","wwswsswsw | wwswwswsw | swswsswsw | swswwswsw | wwswswsww | wwsswswsw | swswswsww | swsswswsw",0.666666666667,1,0.444444444444,1,"ɪn eɪ `moʊ.mənt `aɪ `siːm tuː `biː ðɛr","U U PU P P U P U"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,3,1,0,0,1,1,"But alas! recollection at hand",0,0,1,0,1,"(47, 6)","None",9,5,9,4,9,"wwswwswws","swsswswsw","wwswwswws","wwswwswws","BUT  al  AS  REC  ol  LEC  tion  AT  hand","but  al  AS  rec  ol  LEC  tion  at  HAND","but  al  AS  REC  ol  LEC  tion  AT  HAND","swsswswsw | swsswswss | wwsswswsw | wwsswswss | swsswswws | wwsswswws | swswwswsw | swswwswss | wswswswsw | wswswswss | wwswwswsw | wwswwswss | swsswssws | swswwssws | wswswssws",0.555555555556,1,0.444444444444,1,"bət ə.`læs 'rɛ.kə.`lɛk.ʃən `æt `hænd","U UP SUPU P P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,3,3,0,0,0,0,"Soon hurries me back to despair.",1,0,0,0,1,"(48, 6)","None",8,7,3,5,8,"wswwswws","sswwswws","wswwswws","wswwswws","SOON  HUR  ries  me  BACK  to  de  SPAIR","soon  HUR  ries  me  BACK  to  de  SPAIR","SOON  HUR  ries  me  BACK  to  de  SPAIR","sswwswws | wswwswws | swswswws | sswswsws | sswwswss | wswswsws | wswwswss | wsswswws | swswswss | sswwswsw | wswwswsw | wsswswss",0.875,0.375,0.625,1,"`suːn `hɛː.iːz miː `bæk tuː dɪ.`spɛr","P PU U P U UP"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,0,0,0,0,0,0,"But the sea-fowl is gone to her nest,",0,0,1,0,1,"(49, 7)","None",9,8,9,4,9,"wwswwswws","wwsswswws","wwswwswws","wwswwswws","but  the  SEA-  FOWL  is  GONE  to  her  NEST","but  the  SEA-  fowl  is  GONE  to  her  NEST","but  the  SEA-  FOWL  is  GONE  to  her  NEST","wwsswswws",0.888888888889,1,0.444444444444,1,"bət ðə `si.`faʊ ɪz `gɔːn tuː hɛː `nɛst","U U PP U P U U P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,0,0,0,0,0,0,"The beast is laid down in his lair,",0,0,0,0,1,"(50, 7)","None",8,5,3,5,8,"wswwswws","wswswsws","wswwswws","wswwswws","the  BEAST  is  LAID  down  IN  his  LAIR","the  BEAST  is  laid  DOWN  in  his  LAIR","the  BEAST  is  LAID  down  IN  his  LAIR","wswswsws",0.625,0.375,0.625,1,"ðə `biːst ɪz `leɪd daʊn `ɪn hɪz `lɛr","U P U P U P U P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,1,1,0,0,0,0,"Even here is a season of rest,",0,0,1,0,1,"(51, 7)","None",9,8,9,4,9,"wwswwswws","swswwswws","wwswwswws","wwswwswws","EV  en  HERE  is  a  SEA  son  of  REST","ev  en  HERE  is  a  SEA  son  of  REST","EV  en  HERE  is  a  SEA  son  of  REST","swswwswws | swswwswsw | swswwssws",0.888888888889,1,0.444444444444,1,"`iː.vɪn `hɪr ɪz eɪ `siː.zən ʌv `rɛst","PU P U U PU U P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,1,1,0,0,0,0,"And I to my cabin repair.",1,1,0,0,1,"(52, 7)","None",8,8,3,5,8,"wswwswws","wswwswws","wswwswws","wswwswws","and  I  to  my  CAB  in  re  PAIR","and  I  to  my  CAB  in  re  PAIR","and  I  to  my  CAB  in  re  PAIR","wswwswws | wswwssws",1,0.375,0.625,1,"ænd `aɪ tuː maɪ `kæ.bən rɪ.`pɛr","U P U U PU UP"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,1,1,0,0,0,0,"There is mercy in every place,",0,0,0,0,1,"(53, 7)","None",9,7,8,4,9,"wwswwswws","wwswwsws","wwswwswws","wwswwswws","there  is  MER  cy  in  EV  ery  PLACE","there  is  MER  cy  in  EV  ery  place","there  is  MER  cy  in  EV  ery  PLACE","wwswwsws | wwswssws | wwsswsws | wswswsws | wwswswsws | wwswswws",0.777777777778,0.888888888889,0.444444444444,1,"ðɛr ɪz `mɛː.siː ɪn `ɛv.riː `pleɪs","U U PU U PU P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,2,1,1,0,0,0,"And mercy, encouraging thought!",1,1,0,0,1,"(54, 7)","None",8,8,3,5,8,"wswwswws","wswwswws","wswwswws","wswwswws","and  MER  cy  en  COUR  ag  ing  THOUGHT","and  MER  cy  en  COUR  ag  ing  THOUGHT","and  MER  cy  en  COUR  ag  ing  THOUGHT","wswwswws | wswsswws | wswwswsw | wswwswss | wsswswws | wswswsws | wswsswsw | wsswswsw | wsswswss",1,0.375,0.625,1,"ænd `mɛː.siː ɛn.`kɛː.ɪ.ʤɪŋ `θɔːt","U PU UPUU P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,3,3,0,0,0,0,"Gives even affliction a grace,",1,0,0,0,1,"(55, 7)","None",8,7,3,5,8,"wswwswws","sswwswws","wswwswws","wswwswws","GIVES  EV  en  af  FLIC  tion  a  GRACE","gives  EV  en  af  FLIC  tion  a  GRACE","GIVES  EV  en  af  FLIC  tion  a  GRACE","sswwswws | wswwswws | swswswws | sswsswws | sswwswsw | sswwssws | wswsswws | wswwswsw | wswwssws | wsswswws | swswswsw | swswssws | sswsswsw | wswswsws | wswsswsw | wsswswsw | wsswssws",0.875,0.375,0.625,1,"`gɪvz `iː.vɪn ə.`flɪk.ʃən eɪ `greɪs","P PU UPU U P"
"trimeter","anapestic","Z200323132","William Cowper","Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez",1782,1,1,0,0,0,0,"And reconciles man to his lot.",1,0,0,0,1,"(56, 7)","None",8,7,3,5,8,"wswwswws","wswsswws","wswwswws","wswwswws","and  REC  on  CILES  MAN  to  his  LOT","and  REC  on  ciles  MAN  to  his  LOT","and  REC  on  CILES  MAN  to  his  LOT","wswsswws | wswswsws | wswwswws",0.875,0.375,0.625,1,"ænd `rɛ.kən.'saɪlz `mæn tuː hɪz `lɑt","U PUS P U U P"
"tetrameter","dactylic","Z300289646","Robert Browning","The Lost Leader",1845,2,1,1,0,0,0,"Just for a handful of silver he left us,",1,0,1,0,1,"(1, 1)","None",11,9,11,6,11,"swwswwswwsw","swwsswswssw","swwswwswwsw","swwswwswwsw","JUST  for  a  HAND  FUL  of  SIL  ver  HE  LEFT  us","JUST  for  a  HAND  ful  of  SIL  ver  he  LEFT  us","JUST  for  a  HAND  FUL  of  SIL  ver  HE  LEFT  us","swwsswswssw | swwsswswwsw | swwswwswssw | swwsswswsws | swwswwswwsw | swwsswsswsw | swswswswssw | swwswwswsws | swswswswwsw | swswswswsws | swwswswswsw",0.818181818182,1,0.545454545455,1,"`ʤəst fɔːr eɪ `hænd.'fʊl ʌv `sɪl.vɛː `hiː `lɛft əs","P U U PS U PU P P U"
"tetrameter","dactylic","Z300289646","Robert Browning","The Lost Leader",1845,1,1,0,0,0,0,"Just for a riband to stick in his coat",1,1,1,0,1,"(2, 1)","None",10,10,10,5,10,"swwswwswws","swwswwswws","swwswwswws","swwswwswws","JUST  for  a  RI  band  to  STICK  in  his  COAT","JUST  for  a  RI  band  to  STICK  in  his  COAT","JUST  for  a  RI  band  to  STICK  in  his  COAT","swwswwswws | swwsswswws",1,1,0.5,1,"`ʤəst fɔːr eɪ `ɹɪ.bæn tuː `stɪk ɪn hɪz `koʊt","P U U PU U P U U P"
"tetrameter","dactylic","Z300289646","Robert Browning","The Lost Leader",1845,1,1,0,0,0,0,"Found the one gift of which fortune bereft us,",1,1,1,0,1,"(3, 1)","None",11,11,11,6,11,"swwswwswwsw","swwswwswwsw","swwswwswwsw","swwswwswwsw","FOUND  the  one  GIFT  of  which  FOR  tune  ber  EFT  us","FOUND  the  one  GIFT  of  which  FOR  tune  ber  EFT  us","FOUND  the  one  GIFT  of  which  FOR  tune  ber  EFT  us","swwswwswwsw | swwswwswssw | swwswwsswsw | swwswswswsw",1,1,0.545454545455,1,"`faʊnd ðə wʌn `gɪft ʌv wɪʧ `fɔːr.ʧən bɛː.`ɛft əs","P U U P U U PU UP U"
"tetrameter","dactylic","Z300289646","Robert Browning","The Lost Leader",1845,2,0,0,0,1,1,"Lost all the others she lets us devote;",1,0,1,0,1,"(4, 1)","None",10,7,10,5,10,"swwswwswws","swwswswsws","swwswwswws","swwswwswws","LOST  all  the  OTH  ers  SHE  lets  US  de  VOTE","LOST  all  the  OTH  ers  she  LETS  us  de  VOTE","LOST  all  the  OTH  ers  SHE  LETS  us  de  VOTE","swwswswsws | swwswsswws | swwswwswws | swwsswswws | swwswwswss | swwsswswss",0.7,1,0.5,1,"`lɔːst ɔːl ðə `ə.ðɛːz `ʃiː `lɛts əs dɪ.`voʊt","P U U PU P P U UP"
"tetrameter","dactylic","Z300289646","Robert Browning","The Lost Leader",1845,1,1,0,0,0,0,"They, with the gold to give, doled him out silver,",0,0,1,0,1,"(5, 1)","None",11,10,11,6,11,"swwswwswwsw","swwswsswwsw","swwswwswwsw","swwswwswwsw","THEY  with  the  GOLD  to  GIVE  DOLED  him  out  SIL  ver","THEY  with  the  GOLD  to  give  DOLED  him  out  SIL  ver","THEY  with  the  GOLD  to  GIVE  DOLED  him  out  SIL  ver","swwswsswwsw | swwswswswsw",0.909090909091,1,0.545454545455,1,"`ðeɪ wɪð ðə `goʊld tuː `gɪv `doʊld hɪm aʊt `sɪl.vɛː","P U U P U P P U U PU"
"tetrameter","dactylic","Z300289646","Robert Browning","The Lost Leader",1845,1,1,0,0,0,0,"So much was theirs who so little allowed:",0,0,1,0,1,"(6, 1)","None",10,6,10,5,10,"swwswwswws","wswwswswws","swwswwswws","swwswwswws","so  MUCH  was  theirs  WHO  so  LIT  tle  al  LOWED","SO  much  was  THEIRS  who  so  LIT  tle  al  LOWED","so  MUCH  was  theirs  WHO  so  LIT  tle  al  LOWED","wswwswswws | wswwswssws",0.6,1,0.5,1,"soʊ `mʌʧ wɑz ðɛrz `huː soʊ `lɪ.təl ə.`laʊd","U P U U P U PU UP"
"tetrameter","dactylic","Z300289646","Robert Browning","The Lost Leader",1845,1,1,0,0,0,0,"How all our copper had gone for his service!",0,0,1,0,1,"(7, 1)","None",11,8,11,6,11,"swwswwswwsw","wswswsswwsw","swwswwswwsw","swwswwswwsw","how  ALL  our  COP  per  HAD  GONE  for  his  SER  vice","HOW  all  our  COP  per  had  GONE  for  his  SER  vice","how  ALL  our  COP  per  HAD  GONE  for  his  SER  vice","wswswsswwsw | wswswwswwsw | wswsswswwsw",0.727272727273,1,0.545454545455,1,"haʊ `ɔːl aʊr `kɑ.pɛː `hæd `gɔːn fɔːr hɪz `sɛː.vəs","U P U PU P P U U PU"
"tetrameter","dactylic","Z300289646","Robert Browning","The Lost Leader",1845,1,1,0,0,0,0,"Rags were they purple, his heart had been proud!",1,1,1,0,1,"(8, 1)","None",10,10,10,5,10,"swwswwswws","swwswwswws","swwswwswws","swwswwswws","RAGS  were  they  PUR  ple  his  HEART  had  been  PROUD","RAGS  were  they  PUR  ple  his  HEART  had  been  PROUD","RAGS  were  they  PUR  ple  his  HEART  had  been  PROUD","swwswwswws | swwswswsws | swwsswswws",1,1,0.5,1,"`rægz wɛː ðeɪ `pɛː.pəl hɪz `hɑrt hæd bən `praʊd","P U U PU U P U U P"
"tetrameter","dactylic","Z300289646","Robert Browning","The Lost Leader",1845,2,1,0,0,1,0,"We that had loved him so, followed him, honoured him,",1,0,1,0,1,"(9, 1)","None",12,11,12,6,12,"swwswwswwsww","swwswwswwsws","swwswwswwsww","swwswwswwsww","WE  that  had  LOVED  him  so  FOL  lowed  him  HON  oured  HIM","WE  that  had  LOVED  him  so  FOL  lowed  him  HON  oured  him","WE  that  had  LOVED  him  so  FOL  lowed  him  HON  oured  him","swwswwswwsws | swwswwswwsww | swwswwswwssw | swwswwsswsws | swwswwsswsww | swwswwsswssw | wswswwswwsws | wswswwswwsww | wswswwswwssw | wswswwsswsws | wswswwsswsww | wswswwsswssw",0.916666666667,1,0.5,1,"`wiː ðət hæd `lʌvd hɪm soʊ `fɑ.loʊd hɪm `ɑ.nʌ hɪm","P U U P U U PU U PU U"
"tetrameter","dactylic","Z300289646","Robert Browning","The Lost Leader",1845,2,1,1,0,0,0,"Lived in his mild and magnificent eye,",1,1,1,0,1,"(10, 1)","None",10,10,10,5,10,"swwswwswws","swwswwswws","swwswwswws","swwswwswws","LIVED  in  his  MILD  and  mag  NIF  i  cent  EYE","LIVED  in  his  MILD  and  mag  NIF  i  cent  EYE","LIVED  in  his  MILD  and  mag  NIF  i  cent  EYE","swwswwswws | swwswwssws | swwswsswws | swswswswws | swswswssws | swwswswsws | swwswsswsw",1,1,0.5,1,"`laɪvd ɪn hɪz `maɪld ænd mæg.`nɪ.fə.sənt `aɪ","P U U P U UPUU P"
"tetrameter","dactylic","Z300289646","Robert Browning","The Lost Leader",1845,2,2,0,0,0,0,"Learned his great language, caught his clear accents,",0,0,0,0,1,"(11, 1)","None",10,8,6,5,10,"swwswswwsw","swsswswssw","swwswswwsw","swwswswwsw","LEARNED  his  GREAT  LAN  guage  CAUGHT  his  CLEAR  AC  cents","LEARNED  his  great  LAN  guage  CAUGHT  his  clear  AC  cents","LEARNED  his  GREAT  LAN  guage  CAUGHT  his  CLEAR  AC  cents","swsswswssw | swswswswssw | swswwswssw | swsswswsww | swswswswsws | swswswswsww | swswwswsww | swswsswswsw",0.8,0.6,0.5,1,"`lɛːnd hɪz `greɪt `læŋ.gwəʤ `kɑt hɪz `klɪr `æk.sɛnts","P U P PU P U P PU"
"tetrameter","dactylic","Z300289646","Robert Browning","The Lost Leader",1845,1,1,0,0,0,0,"Made him our pattern to live and to die!",1,1,1,0,1,"(12, 1)","None",10,10,10,5,10,"swwswwswws","swwswwswws","swwswwswws","swwswwswws","MADE  him  our  PAT  tern  to  LIVE  and  to  DIE","MADE  him  our  PAT  tern  to  LIVE  and  to  DIE","MADE  him  our  PAT  tern  to  LIVE  and  to  DIE","swwswwswws | swwsswswws",1,1,0.5,1,"`meɪd hɪm aʊr `pæ.tɛːn tuː `laɪv ænd tuː `daɪ","P U U PU U P U U P"
"tetrameter","dactylic","Z300289646","Robert Browning","The Lost Leader",1845,3,0,0,0,2,1,"Shakespeare was of us, Milton was for us,",0,0,0,0,1,"(13, 1)","None",10,6,6,5,10,"swwswswwsw","swswwswsww","swwswswwsw","swwswswwsw","SHAKE  speare  WAS  of  us  MIL  ton  WAS  for  us","SHAKE  speare  was  OF  us  MIL  ton  was  FOR  us","SHAKE  SPEARE  was  of  us  MIL  ton  was  for  us","swswwswsww | sswswswsww",0.6,0.6,0.5,1,"`ʃeɪk.'spiːr wɑz ʌv əs `mɪl.tən wɑz fɔːr əs","PS U U U PU U U U"
"tetrameter","dactylic","Z300289646","Robert Browning","The Lost Leader",1845,3,2,0,0,1,0,"Burns, Shelley, were with us, they watch from their graves!",1,0,0,0,0,"(14, 1)","None",11,7,3,6,10,"wswwswwswws","sswswwsswws","wswwswwswws","sswwswwswws","BURNS  SHEL  ley  WERE  with  us  THEY  WATCH  from  their  GRAVES","burns  SHEL  ley  were  WITH  us  they  WATCH  from  their  GRAVES","BURNS  SHEL  ley  were  with  us  THEY  WATCH  from  their  GRAVES","sswswwsswws | wswswwsswws | sswswswswws | sswsswwswws | sswwswwswws | wswswswswws | wswsswwswws | wswwswwswws | wsswswwswws | wsswwswswws",0.636363636364,0.272727272727,0.545454545455,0.909090909091,"`bɛːnz `ʃɛ.liː wɛː wɪð əs `ðeɪ `wɑʧ frʌm ðɛr `greɪvz","P PU U U U P P U U P"
"tetrameter","dactylic","Z300289646","Robert Browning","The Lost Leader",1845,1,1,0,0,0,0,"He alone breaks from the van and the freemen,",1,0,1,0,1,"(15, 1)","None",11,10,11,6,11,"swwswwswwsw","swsswwswwsw","swwswwswwsw","swwswwswwsw","HE  al  ONE  BREAKS  from  the  VAN  and  the  FRE  emen","HE  al  one  BREAKS  from  the  VAN  and  the  FRE  emen","HE  al  ONE  BREAKS  from  the  VAN  and  the  FRE  emen","swsswwswwsw | swswswswwsw | swwswwswwsw",0.909090909091,1,0.545454545455,1,"`hiː ə.`loʊn `breɪks frʌm ðə `væn ænd ðə `friː.mɛn","P UP P U U P U U PU"
"tetrameter","dactylic","Z300289646","Robert Browning","The Lost Leader",1845,1,1,0,0,0,0,"He alone sinks to the rear and the slaves!",1,0,1,0,1,"(16, 1)","None",10,9,10,5,10,"swwswwswws","swsswwswws","swwswwswws","swwswwswws","HE  al  ONE  SINKS  to  the  REAR  and  the  SLAVES","HE  al  one  SINKS  to  the  REAR  and  the  SLAVES","HE  al  ONE  SINKS  to  the  REAR  and  the  SLAVES","swsswwswws | swswswswws | swwswwswws",0.9,1,0.5,1,"`hiː ə.`loʊn `sɪŋks tuː ðə `rɪr ænd ðə `sleɪvz","P UP P U U P U U P"
"tetrameter","dactylic","Z300289646","Robert Browning","The Lost Leader",1845,2,1,0,0,1,0,"We shall march prospering, not thro' his presence;",0,0,1,0,1,"(17, 2)","None",11,7,11,6,11,"swwswwswwsw","swsswswswsw","swwswwswwsw","swwswwswwsw","WE  shall  MARCH  PROS  per  ING  not  THRO  his  PRES  ence","WE  shall  march  PROS  per  ing  NOT  thro  his  PRES  ence","WE  shall  MARCH  PROS  per  ing  not  THRO  his  PRES  ence","swsswswswsw | swsswsswsw | swsswwswsw | wswswswswsw | wswswsswsw | wswswwswsw | wswsswswsw | wwsswswswsw | wwsswsswsw | wwsswwswsw",0.636363636364,1,0.545454545455,1,"`wiː ʃæl `mɑrʧ `prɑ.spɛː.ɪŋ nɑt `θɹəʊ hɪz `prɛ.zəns","P U P PUU U P U PU"
"tetrameter","dactylic","Z300289646","Robert Browning","The Lost Leader",1845,0,0,0,0,0,0,"Songs may inspirit us, not from his lyre;",0,0,1,0,1,"(18, 2)","None",10,7,10,5,10,"swwswwswws","swswswswws","swwswwswws","swwswwswws","SONGS  may  IN  spir  IT  us  NOT  from  his  LYRE","SONGS  may  in  SPIR  it  us  NOT  from  his  LYRE","SONGS  may  IN  spir  IT  us  NOT  from  his  LYRE","swswswswws",0.7,1,0.5,1,"`sɔːŋz meɪ `ɪn.spɪ.'ɹɪ əs `nɑt frʌm hɪz `laɪr","P U PUS U P U U P"
"tetrameter","dactylic","Z300289646","Robert Browning","The Lost Leader",1845,1,1,0,0,0,0,"Deeds will be done, while he boasts his quiescence,",1,0,1,0,1,"(19, 2)","None",11,8,11,6,11,"swwswwswwsw","swswswswwsw","swwswwswwsw","swwswwswwsw","DEEDS  will  BE  done  WHILE  he  BOASTS  his  qui  ES  cence","DEEDS  will  be  DONE  while  he  BOASTS  his  qui  ES  cence","DEEDS  will  BE  done  WHILE  he  BOASTS  his  qui  ES  cence","swswswswwsw | swwswwswwsw | swswswswssw | swswwswswsw | swwswswswsw | swwswwswssw",0.727272727273,1,0.545454545455,1,"`diːdz wɪl `biː dən `waɪl hiː `boʊsts hɪz kwɪ.`ɛ.sʌn","P U P U P U P U UPU"
"tetrameter","dactylic","Z300289646","Robert Browning","The Lost Leader",1845,2,2,0,0,0,0,"Still bidding crouch whom the rest bade aspire:",0,0,1,0,1,"(20, 2)","None",10,8,10,5,10,"swwswwswws","sswswwssws","swwswwswws","swwswwswws","STILL  BID  ding  CROUCH  whom  the  REST  BADE  as  PIRE","STILL  bid  ding  CROUCH  whom  the  REST  bade  as  PIRE","STILL  BID  ding  CROUCH  whom  the  REST  BADE  as  PIRE","sswswwssws | wswswwssws | sswswswsws | wswswswsws",0.8,1,0.5,1,"`stɪl `bɪ.dɪŋ `kraʊʧ huːm ðə `rɛst `beɪd ə.`spaɪr","P PU P U U P P UP"
"tetrameter","dactylic","Z300289646","Robert Browning","The Lost Leader",1845,2,1,0,0,0,1,"Blot out his name, then, record one lost soul more,",1,0,0,0,0,"(21, 2)","None",11,10,8,3,8,"swwswwswsws","swwsswswsws","swwswwswsws","swwswwswwsw","BLOT  out  his  NAME  THEN  rec  ORD  one  LOST  soul  MORE","BLOT  out  his  NAME  then  rec  ORD  one  LOST  soul  MORE","BLOT  out  his  NAME  THEN  rec  ORD  one  LOST  SOUL  MORE","swwsswswsws | swwsswswssw | swwswwswsws | swwswwswssw | swwswswwsws | swwswsswsws | swwswswswsw | swwswswwssw | swwswsswssw",0.909090909091,0.727272727273,0.272727272727,0.727272727273,"`blɑt aʊt hɪz `neɪm `ðɛn rə.`kɔːrd wʌn `lɔːst `soʊl `mɔːr","P U U P P UP U P P P"
"tetrameter","dactylic","Z300289646","Robert Browning","The Lost Leader",1845,2,1,1,0,0,0,"One task more declined, one more footpath untrod,",1,0,0,0,1,"(22, 2)","None",11,9,3,6,11,"wswwswwswws","wsswswwssws","wswwswwswws","wswwswwswws","one  TASK  MORE  de  CLINED  one  more  FOOT  PATH  un  TROD","one  TASK  more  de  CLINED  one  more  FOOT  path  un  TROD","one  TASK  MORE  de  CLINED  one  more  FOOT  PATH  un  TROD","wsswswwssws | wswwswwssws | wsswswswsws | swswswwssws | wsswswwswws | wswwswswsws | wswsswwssws | wswwswwswws | swswswswsws | swswswwswws",0.818181818182,0.272727272727,0.545454545455,1,"wʌn `tæsk `mɔːr dɪ.`klaɪnd wʌn mɔːr `fʊt.'pæθ ʌn.`tɹɑ","U P P UP U U PS UP"
"tetrameter","dactylic","Z300289646","Robert Browning","The Lost Leader",1845,2,2,0,0,0,0,"One more devils'-triumph and sorrow for angels,",1,1,0,0,0,"(23, 2)","None",12,12,4,4,6,"wwswswwswwsw","wwswswwswwsw","wwswswwswwsw","wwswwswwswwsw","one  more  DEV  il  S'-TRI  umph  and  SOR  row  for  AN  gels","one  more  DEV  il  S'-TRI  umph  and  SOR  row  for  AN  gels","one  more  DEV  il  S'-TRI  umph  and  SOR  row  for  AN  gels","wwswswwswwsw | wwswswwsswsw | wwswsswswwsw | wwswsswsswsw | wwswswswswsw",1,0.333333333333,0.333333333333,0.5,"wʌn mɔːr `dɛ.vʌlz.`tɹaɪ.ʌm ænd `sɑ.roʊ fɔːr `eɪn.ʤəlz","U U PUPU U PU U PU"
"tetrameter","dactylic","Z300289646","Robert Browning","The Lost Leader",1845,0,0,0,0,0,0,"One wrong more to man, one more insult to God!",0,0,0,0,1,"(24, 2)","None",11,8,3,6,11,"wswwswwswws","wswwswswsws","wswwswwswws","wswwswwswws","one  WRONG  more  to  MAN  one  MORE  in  SULT  to  GOD","one  WRONG  more  to  MAN  one  more  IN  sult  to  GOD","one  WRONG  more  to  MAN  one  MORE  in  SULT  to  GOD","wswwswswsws",0.727272727273,0.272727272727,0.545454545455,1,"wʌn `rɔːŋ mɔːr tuː `mæn wʌn `mɔːr ɪn.`sʌlt tuː `gɑd","U P U U P U P UP U P"
