Line Scheme	Meter Scheme	PoemID	Poet	Title	Year	line	line_num	parse	parse_human2
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	Mostly in all that I see of the sixteenth-century masters;	(81, 5)	swwswwswwswswwsw	s|ww|s|ww|s|ww|s|w|s|ww|s|w
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	Overlaid of course with infinite gauds and gewgaws,	(82, 5)	swswswswwswsw	s|w|s|w|s|w|s|ww|s|w|s|w
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	Innocent, playful follies, the toys and trinkets of childhood,	(83, 5)	swwswswwswswwsw	s|ww|s|w|s|ww|s|w|s|ww|s|w
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	Forced on maturer years, as the serious one thing needful,	(84, 5)	swwswswwswwswsw	s|ww|s|w|s|ww|s|ww|s|w|s|w
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	By the barbarian will of the rigid and ignorant Spaniard.	(85, 5)	swwswwswwswwswwsw	s|ww|s|ww|s|ww|s|ww|s|ww|s|w
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	Curious work, meantime, re-entering society: how we	(86, 6)	swwswswswswsww	s|ww|s|w|s|w|s|ww|s|ww|s|w
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	Walk a livelong day, great Heaven, and watch our shadows!	(87, 6)	swswswswwswsw	s|w|s|w|s|w|s|ww|s|w|s|w
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	What our shadows seem, forsooth, we will ourselves be.	(88, 6)	swswswswswsw	s|w|s|w|s|w|s|w|s|w|s|w
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	Do I look like that? you think me that: then I am that.	(89, 6)	swswswswwswws	s|w|s|w|s|w|s|w|s|ww|s|w
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	Luther, they say, was unwise; like a half-taught German, he could not	(90, 0)	swwswwswwswswwsw	s|ww|s|ww|s|ww|s|w|s|ww|s|w
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	See that old follies were passing most tranquilly out of remembrance;	(91, 0)	swwswwswwswwswwsw	s|ww|s|ww|s|ww|s|ww|s|ww|s|w
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	Leo the Tenth was employing all efforts to clear out abuses;	(92, 0)	swwswwswwswwswwsw	s|ww|s|ww|s|ww|s|ww|s|ww|s|w
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	Jupiter, Juno, and Venus, Fine Arts, and Fine Letters, the Poets,	(93, 0)	swwswwswwswwswwsw	s|ww|s|ww|s|ww|s|ww|s|ww|s|w
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	Scholars, and Sculptors, and Painters, were quietly clearing away the	(94, 0)	swwswwswwswwswwsw	s|ww|s|ww|s|ww|s|ww|s|ww|s|w
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	Martyrs, and Virgins, and Saints, or at any rate Thomas Aquinas:	(95, 0)	swwswwswwswwswwsw	s|ww|s|ww|s|ww|s|ww|s|ww|s|w
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	He must forsooth make a fuss and distend his huge Wittenberg lungs, and	(96, 0)	swwswwswwswwswwsw	s|ww|s|ww|s|ww|s|ww|s|ww|s|w
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	Bring back Theology once yet again in a flood upon Europe:	(97, 0)	swwswwswwswwswwsw	s|ww|s|ww|s|ww|s|ww|s|ww|s|w
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	Lo you, for forty days from the windows of heaven it fell; the	(98, 0)	swwswswwswwswwsw	s|ww|s|w|s|ww|s|ww|s|ww|s|w
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	Waters prevail on the earth yet more for a hundred and fifty;	(99, 0)	swwswwswswwswwsw	s|ww|s|ww|s|w|s|ww|s|ww|s|w
hexameter	dactylic	Z200315297	Arthur Hugh Clough	Amours de Voyage	1849.0	Are they abating at last? the doves that are sent to explore are	(100, 0)	swwswwswswwswwsw	s|ww|s|ww|s|w|s|ww|s|ww|s|w
trimeter	dactylic	Z300289712	Robert Browning	Misconceptions	1855.0	This is a spray the Bird clung to,	(1, 1)	swwswwsw	s|ww|s|ww|s|w
trimeter	dactylic	Z300289712	Robert Browning	Misconceptions	1855.0	Making it blossom with pleasure,	(2, 1)	swwswwsw	s|ww|s|ww|s|w
trimeter	dactylic	Z300289712	Robert Browning	Misconceptions	1855.0	Ere the high tree-top she sprung to,	(3, 1)	swwswwsw	s|ww|s|ww|s|w
trimeter	dactylic	Z300289712	Robert Browning	Misconceptions	1855.0	Fit for her nest and her treasure.	(4, 1)	swwswwsw	s|ww|s|ww|s|w
trimeter	dactylic	Z300289712	Robert Browning	Misconceptions	1855.0	Oh, what a hope beyond measure	(5, 1)	swwswwsw	s|ww|s|ww|s|w
tetrameter	dactylic	Z300289712	Robert Browning	Misconceptions	1855.0	Was the poor spray's, which the flying feet hung to,	(6, 1)	swwswwswwsw	s|ww|s|ww|s|ww|s|w
tetrameter	dactylic	Z300289712	Robert Browning	Misconceptions	1855.0	So to be singled out, built in, and sung to!	(7, 1)	swwswwswwsw	s|ww|s|ww|s|ww|s|w
trimeter	dactylic	Z300289712	Robert Browning	Misconceptions	1855.0	This is a heart the Queen leant on.	(8, 2)	swwswwsw	s|ww|s|ww|s|w
trimeter	dactylic	Z300289712	Robert Browning	Misconceptions	1855.0	Thrilled in a minute erratic,	(9, 2)	swwswwsw	s|ww|s|ww|s|w
trimeter	dactylic	Z300289712	Robert Browning	Misconceptions	1855.0	Ere the true bosom she bent on,	(10, 2)	swwswwsw	s|ww|s|ww|s|w
trimeter	dactylic	Z300289712	Robert Browning	Misconceptions	1855.0	Meet for love's regal dalmatic.	(11, 2)	swwswwsw	s|ww|s|ww|s|w
trimeter	dactylic	Z300289712	Robert Browning	Misconceptions	1855.0	Oh, what a fancy ecstatic	(12, 2)	swwswwsw	s|ww|s|ww|s|w
tetrameter	dactylic	Z300289712	Robert Browning	Misconceptions	1855.0	Was the poor heart's, ere the wanderer went on	(13, 2)	swwswwswwsw	s|ww|s|ww|s|ww|s|w
tetrameter	dactylic	Z300289712	Robert Browning	Misconceptions	1855.0	Love to be saved for it, proffered to, spent on!	(14, 2)	swwswwswwsw	s|ww|s|ww|s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	One more Unfortunate,	(1, 1)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Weary of breath,	(2, 1)	swws	s|ww|s
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Rashly importunate,	(3, 1)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Gone to her death!	(4, 1)	swws	s|ww|s
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Take her up tenderly,	(5, 2)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Lift her with care;	(6, 2)	swws	s|ww|s
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Fashion'd so slenderly,	(7, 2)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Young, and so fair!	(8, 2)	swws	s|ww|s
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Look at her garments	(9, 3)	swwsw	s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Clinging like cerements;	(10, 3)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Whilst the wave constantly	(11, 3)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Drips from her clothing;	(12, 3)	swwsw	s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Take her up instantly,	(13, 3)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Loving, not loathing.	(14, 3)	swwsw	s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Touch her not scornfully;	(15, 4)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Think of her mournfully,	(16, 4)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Gently and humanly;	(17, 4)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Not of the stains of her,	(18, 4)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	All that remains of her	(19, 4)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Now is pure womanly.	(20, 4)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Make no deep scrutiny	(21, 5)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Into her mutiny	(22, 5)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Rash and undutiful:	(23, 5)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Past all dishonour,	(24, 5)	swwsw	s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Death has left on her	(25, 5)	swwsw	s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Only the beautiful.	(26, 5)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Still, for all slips of hers,	(27, 6)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	One of Eve's family	(28, 6)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Wipe those poor lips of hers	(29, 6)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Oozing so clammily.	(30, 6)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Loop up her tresses	(31, 7)	swwsw	s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Escaped from the comb,	(32, 7)	swws	w|s|ww|s
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Her fair auburn tresses;	(33, 7)	wswwsw	w|s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Whilst wonderment guesses	(34, 7)	wswwsw	w|s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Where was her home?	(35, 7)	swws	s|ww|s
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Who was her father?	(36, 8)	swwsw	s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Who was her mother?	(37, 8)	swwsw	s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Had she a sister?	(38, 8)	swwsw	s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Had she a brother?	(39, 8)	swwsw	s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Or was there a dearer one	(40, 8)	swwsww	w|s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Still, and a nearer one	(41, 8)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Yet, than all other?	(42, 8)	swwsw	s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Alas! for the rarity	(43, 9)	wswwsww	w|s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Of Christian charity	(44, 9)	swsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Under the sun!	(45, 9)	swws	s|ww|s
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Oh! it was pitiful!	(46, 9)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Near a whole city full,	(47, 9)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Home she had none.	(48, 9)	swws	s|ww|s
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Sisterly, brotherly,	(49, 10)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Fatherly, motherly	(50, 10)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Feelings had changed:	(51, 10)	swws	s|ww|s
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Love, by harsh evidence,	(52, 10)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Thrown from its eminence;	(53, 10)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Even God's providence	(54, 10)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Seeming estranged.	(55, 10)	swws	s|ww|s
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Where the lamps quiver	(56, 11)	swwsw	s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	So far in the river,	(57, 11)	wswwsw	w|s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	With many a light	(58, 11)	wswws	w|s|ww|s
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	From window and casement,	(59, 11)	wswwsw	w|s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	From garret to basement,	(60, 11)	wswwsw	w|s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	She stood, with amazement,	(61, 11)	wswwsw	w|s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Houseless by night.	(62, 11)	swws	s|ww|s
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	The bleak wind of March	(63, 12)	wswws	w|s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Made her tremble and shiver;	(64, 12)	swswwsw	ww|s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	But not the dark arch,	(65, 12)	wswws	w|s|ww|s
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Or the black flowing river:	(66, 12)	wwswwsw	ww|s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Mad from life's history,	(67, 12)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Glad to death's mystery,	(68, 12)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Swift to be hurl'd	(69, 12)	swws	s|ww|s
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Any where, any where	(70, 12)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Out of the world!	(71, 12)	swws	s|ww|s
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	In she plunged boldly,	(72, 13)	swwsw	s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	No matter how coldly	(73, 13)	wswwsw	w|s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	The rough river ran,	(74, 13)	wswws	w|s|ww|s
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Over the brink of it,	(75, 13)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Picture it think of it,	(76, 13)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Dissolute Man!	(77, 13)	swws	s|ww|s
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Lave in it, drink of it.	(78, 13)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Then, if you can!	(79, 13)	swws	s|ww|s
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Take her up tenderly,	(80, 14)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Lift her with care;	(81, 14)	swws	s|ww|s
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Fashion'd so slenderly,	(82, 14)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Young, and so fair!	(83, 14)	swws	s|ww|s
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Ere her limbs frigidly	(84, 15)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Stiffen too rigidly,	(85, 15)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Decently, kindly,	(86, 15)	swwsw	s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Smoothe, and compose them;	(87, 15)	swwsw	s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	And her eyes, close them,	(88, 15)	swwsw	s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Staring so blindly!	(89, 15)	swwsw	s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Dreadfully staring	(90, 16)	swwsw	s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Thro' muddy impurity,	(91, 16)	wswwsww	w|s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	As when with the daring	(92, 16)	wswwsw	w|s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Last look of despairing	(93, 16)	wswwsw	w|s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Fix'd on futurity.	(94, 16)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Perishing gloomily,	(95, 17)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Spurr'd by contumely,	(96, 17)	swwsww	s|ww|s|w
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Cold inhumanity,	(97, 17)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Burning insanity,	(98, 17)	swwsww	s|ww|s|ww
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Into her rest.	(99, 17)	swws	s|ww|s
dimeter	dactylic	Z300399015	Thomas Hood	The Bridge of Sighs	1862.0	Cross her hands humbly,	(100, 17)	swwsw	s|ww|s|w
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910.0	Gone faded out of the story, the sea-faring friend I remember?	(1, 1)	swwswwswwswwswwsw	s|ww|s|ww|s|ww|s|ww|s|ww|s|w
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910.0	Gone for a decade, they say: never a word or a sign.	(2, 1)	swwswwsswwswws	s|ww|s|ww|ss|ww|s|ww|s
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910.0	Gone with his hard red face that only his laughter could wrinkle,	(3, 1)	swwswswswwswwsw	s|ww|s|w|s|w|s|ww|s|ww|s|w
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910.0	Down where men go to be still, by the old way of the sea.	(4, 1)	swwswwswwsswws	s|ww|s|ww|ss|ww|s|ww|s
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910.0	Never again will he come, with rings in his ears like a pirate,	(5, 2)	swwswwswswwswwsw	s|ww|s|ww|s|w|s|ww|s|ww|s|w
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910.0	Back to be living and seen, here with his roses and vines;	(6, 2)	swwswwsswwswws	s|ww|s|ww|ss|ww|s|ww|s
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910.0	Here where the tenants are shadows and echoes of years uneventful,	(7, 2)	swwswwswwswwswwsw	s|ww|s|ww|s|ww|s|ww|s|ww|s|w
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910.0	Memory meets the event, told from afar by the sea.	(8, 2)	swwswwsswwswws	s|ww|s|ww|ss|ww|s|ww|s
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910.0	Smoke that floated and rolled in the twilight away from the chimney	(9, 3)	swswwswwswwswwsw	s|w|s|ww|s|ww|s|ww|s|ww|s|w
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910.0	Floats and rolls no more. Wheeling and falling, instead,	(10, 3)	swswsswwswws	s|w|s|w|ss|ww|s|ww|s
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910.0	Down with a twittering flash go the smooth and inscrutable swallows,	(11, 3)	swwswwswwswwswwsw	s|ww|s|ww|s|ww|s|ww|s|ww|s|w
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910.0	Down to the place made theirs by the cold work of the sea.	(12, 3)	swwswswwsswws	s|ww|s|w|ss|ww|s|ww|s
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910.0	Roses have had their day, and the dusk is on yarrow and wormwood	(13, 4)	swwswswwswwswwsw	s|ww|s|w|s|ww|s|ww|s|ww|s|w
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910.0	Dusk that is over the grass, drenched with memorial dew;	(14, 4)	swwswwsswwswws	s|ww|s|ww|ss|ww|s|ww|s
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910.0	Trellises lie like bones in a ruin that once was a garden,	(15, 4)	swwswswwswswwsw	s|ww|s|w|s|ww|s|ww|s|ww|s|w
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910.0	Swallows have lingered and ceased, shadows and echoes are all.	(16, 4)	swwswwsswwswws	s|ww|s|ww|ss|ww|s|ww|s
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910.0	Where is he lying to-night, as I turn away down to the valley,	(17, 5)	swwswwswswwsswwsw	s|ww|s|ww|s|ww|s|ww|s|ww|s|w
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910.0	Down where the lamps of men tell me the streets are alive?	(18, 5)	swwswsswwswws	s|ww|s|w|ss|ww|s|ww|s
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910.0	Where shall I ask, and of whom, in the town or on land or on water,	(19, 5)	swwswwswwswwswwsw	s|ww|s|ww|s|ww|s|ww|s|ww|s|w
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910.0	News of a time and a place buried alike and with him?	(20, 5)	swwswwsswwswsw	s|ww|s|ww|ss|ww|s|ww|s
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910.0	Few now remain who may care, nor may they be wiser for caring,	(21, 6)	swwswwswswwswwsw	s|ww|s|ww|s|w|s|ww|s|ww|s|w
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910.0	Where or what manner the doom, whether by day or by night;	(22, 6)	swwswwsswwswws	s|ww|s|ww|ss|ww|s|ww|s
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910.0	Whether in Indian deeps or on flood-laden fields of Atlantis,	(23, 6)	swwswwswwswwswwsw	s|ww|s|ww|s|ww|s|ww|s|ww|s|w
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910.0	Or by the roaring Horn, shrouded in silence he lies.	(24, 6)	swwswsswwswws	s|ww|s|w|ss|ww|s|ww|s
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910.0	Few now remain who return by the weed-weary path to his cottage,	(25, 7)	swwswwswwswwswwsw	s|ww|s|ww|s|ww|s|ww|s|ww|s|w
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910.0	Drawn by the scene as it was met by the chill and the change;	(26, 7)	swwswswswwswws	s|ww|s|ww|ss|ww|s|ww|s
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910.0	Few are alive who report, and few are alive who remember,	(27, 7)	swwswwswswwswwsw	s|ww|s|ww|s|w|s|ww|s|ww|s|w
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910.0	More of him now than a name carved somewhere on the sea.	(28, 7)	swwswwswswsws	s|ww|s|ww|ss|ww|s|ww|s
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910.0	“Where is he lying?” I ask, and the lights in the valley are nearer;	(29, 8)	swwswwswwswwswwsw	s|ww|s|ww|s|ww|s|ww|s|ww|s|w
hexameter	dactylic	Z300192450	Edwin Arlington Robinson	Pasa Thalassa Thalassa	1910.0	Down to the streets I go, down to the murmur of men.	(30, 8)	swwswwswwswws	s|ww|s|w|ss|ww|s|ww|s
