author	title	date	text	scansion	num_sylls	frequency
John Donne	The Good-Morrow	1633	And true plain hearts do in the faces rest;	wswswswsws	10	1
John Donne	The Good-Morrow	1633	Where can we find two better hemispheres,	wswswswsws	10	1
John Donne	The Good-Morrow	1633	Without sharp north, without declining West?	wswswswsws	10	1
John Donne	The Good-Morrow	1633	Whatever dies was not mixed equally;	wswswswsws	10	1
John Donne	The Good-Morrow	1633	If our two loves be one, or thou and I	wswswswsws	10	1
John Donne	The Good-Morrow	1633	Love so alike that none do slacken, none can die.	wswswswswsws	12	1
Michael Drayton	Since There's No Help	1599	Since there's no help, come let us kiss and part;	wswswswsws	10	1
Michael Drayton	Since There's No Help	1599	Nay, Ihave done, you get no more of me,	wswswswsws	10	1
Michael Drayton	Since There's No Help	1599	And I am glad, yea glad with all my heart	wswswswsws	10	1
Michael Drayton	Since There's No Help	1599	That thus so clean ly I myself can free;	wswswswsws	10	1
Michael Drayton	Since There's No Help	1599	Shake hands forever, can cel all our vows,	wswswswsws	10	1
Michael Drayton	Since There's No Help	1599	And when we meet at any time again,	wswswswsws	10	1
Michael Drayton	Since There's No Help	1599	Be it not seen in either of our brows	wswswswsws	10	1
Michael Drayton	Since There's No Help	1599	That we one jot of former love retain.	wswswswsws	10	1
Michael Drayton	Since There's No Help	1599	Now at the last gasp of love's latest breath	wswswswsws	10	1
Michael Drayton	Since There's No Help	1599	When, his pulse failing, Passion speechless lies,	wswswswsws	10	1
Michael Drayton	Since There's No Help	1599	When Faith is kneeling by his bed of death,	wswswswsws	10	1
Michael Drayton	Since There's No Help	1599	And Innocence is closing up his eyes,	wswswswsws	10	1
Michael Drayton	Since There's No Help	1599	Now if thou wouldst, when all have given him over,	wswswswsws	10	1
Michael Drayton	Since There's No Help	1599	From death to life thou mightst him yet recover.	wswswswsws	10	1
Michael Drayton	Since There's No Help	1599	Since there's no help, come let us kiss and part;	wswswswsws	10	1
Michael Drayton	Since There's No Help	1599	Nay, I have done, you get no more of me,	wswswswsws	10	1
Michael Drayton	Since There's No Help	1599	And I am glad, yea glad with all my heart	wswswswsws	10	1
Michael Drayton	Since There's No Help	1599	That thus so cleanly I myself can free;	wswswswsws	10	1
Michael Drayton	Since There's No Help	1599	Shake hands forever, cancel all our vows,	wswswswsws	10	1
Michael Drayton	Since There's No Help	1599	And when we meet at any time again,	wswswswsws	10	1
Michael Drayton	Since There's No Help	1599	Be it not seen in either of our brows	wswswswsws	10	1
Michael Drayton	Since There's No Help	1599	That we one jot of former love retain.	wswswswsws	10	1
Michael Drayton	Since There's No Help	1599	Now at the last gasp of Love's latest breath	wswswswsws	10	1
Michael Drayton	Since There's No Help	1599	When, his pulse failing, Passion speechless lies,	wswswswsws	10	1
Michael Drayton	Since There's No Help	1599	When Faith is kneeling by his bed of death,	wswswswsws	10	1
Michael Drayton	Since There's No Help	1599	And Innocence is closing up his eyes,	wswswswsws	10	1
Michael Drayton	Since There's No Help	1599	Now if thou wouldst, when all have given him over,	wswswswsws	10	1
Michael Drayton	Since There's No Help	1599	From death to life thou mightst him yet recover.	wswswswsws	10	1
Robert Frost	In Neglect	1913	They leave us so to the way we took,	wswswsws	8	1
Robert Frost	In Neglect	1913	As two in whom they were proved mistaken,	wswswsws	8	1
Robert Frost	In Neglect	1913	That we sit sometimes in the wayside nook,	wswswsws	8	1
Robert Frost	In Neglect	1913	With mis chievous, vagrant, seraphic look,	wswswsws	8	1
Robert Frost	In Neglect	1913	And try if we cannot feel forsaken.	wswswsws	8	1
Robert Frost	Mowing	1913	There was never a sound beside the wood but one,	wswswswsws	10	1
Robert Frost	Mowing	1913	And that was my long scythe whispering to the ground.	wswswswsws	10	1
Robert Frost	Mowing	1913	What was it it whispered? I knew not well myself;	wswswswsws	10	1
Robert Frost	Mowing	1913	Perhaps it was something about the heat of the sun,	wswswswsws	10	1
Robert Frost	Mowing	1913	Something, perhaps, about the lack of sound--	wswswswsws	10	1
Robert Frost	Mowing	1913	And that was why it whispered and did not speak.	wswswswsws	10	1
Robert Frost	Mowing	1913	It was no dream of the gift of idle hours,	wswswswsws	10	1
Robert Frost	Mowing	1913	Or easy gold at the hand of fay or elf:	wswswswsws	10	1
Robert Frost	Mowing	1913	Anything more than the truth would have seemed too weak	wswswswsws	10	1
Robert Frost	Mowing	1913	To the earnest love that laid the swale in rows,	wswswswsws	10	1
Robert Frost	Mowing	1913	Not without feeble pointed spikes of flowers	wswswswsws	10	1
Robert Frost	Mowing	1913	(Pale orchises), and scared a bright green snake.-	wswswswsws	10	1
Robert Frost	Mowing	1913	The fact is the sweetest dream that labor knows.	wswswswsws	10	1
Robert Frost	Mowing	1913	My long scythe whispered and left the hay to make.	wswswswsws	10	1
Robert Frost	The Span of Life	1937	The old dog barks backwards without getting up.	wswswswsws	10	1
Robert Frost	The Span of Life	1937	I can remember when he was a pup.	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	Out walking in the frozen swamp one gray day,	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	"I paused and said, ""I will turn back from here."	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	"No, I will go on farther--and we shall see."""	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	The hard snow held me, save where now and then	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	One foot went through. The view was all in lines	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	Straight up and down of tall slim trees	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	Too much alike to mark or name a place by	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	So as to say for certain I was here	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	Or somewhere else: I was just far from home.	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	A small bird flew before me. He was careful	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	To put a tree between us when he lighted,	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	And say no word to tell me who he was	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	Who was so foolish as to think what he thought.	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	He thought that I was after him for a feather--	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	The white one in his tail; like one who takes	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	Everything said as personal to himself.	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	One flight out sideways would have undeceived him.	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	And then there was a pile of wood for which	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	I forgot him and let his little fear	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	Carry him off the way I might have gone,	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	Without so much as wishing him good-night.	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	He went behind it to make his last stand.	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	It was a cord of maple, cut and split	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	And piled--and measured, four by four by eight.	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	And not another like it could I see.	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	No runner tracks in this year's snow looped near it.	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	And it was older sure than this year's cutting,	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	Or even last year's or the year's before.	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	The wood was gray and the bark warping off it	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	And the pile somewhat sunken. Clematis	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	Had wound strings round and round it like a bundle.	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	What held it though on one side was a tree	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	Still growing, and on one a stake and prop,	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	These latter about to fall. I thought that only	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	Someone who lived in turning to fresh tasks	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	Could so forget his handiwork on which	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	He spent himself, the labor of his ax,	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	And leave it there far from a useful fireplace	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	To warm the frozen swamp as best it could	wswswswsws	10	1
Robert Frost	The Wood-Pile	1914	With the slow smokeless burning of decay.	wswswswsws	10	1
Gerard Manley Hopkins	God's Grandeur	1918	The world is charged with the grandeur of God.	wswswswsws	10	1
Gerard Manley Hopkins	God's Grandeur	1918	It will flame out, like shining from shook foil;	wswswswsws	10	1
Gerard Manley Hopkins	God's Grandeur	1918	It gathers to a greatness, like the ooze of oil	wswswswsws	10	1
Gerard Manley Hopkins	God's Grandeur	1918	Crushed. Why do men then now not reck his rod?	wswswswsws	10	1
Gerard Manley Hopkins	God's Grandeur	1918	Generations have trod, have trod, have trod;	wswswswsws	10	1
Gerard Manley Hopkins	God's Grandeur	1918	And all is seared with trade; bleared, smeared with toil;	wswswswsws	10	1
Gerard Manley Hopkins	God's Grandeur	1918	And wears man's smudge and shares man's smell: the soil	wswswswsws	10	1
Gerard Manley Hopkins	God's Grandeur	1918	Is bare now, nor can foot feel, being shod.	wswswswsws	10	1
Gerard Manley Hopkins	God's Grandeur	1918	And for all this, nature is never spent;	wswswswsws	10	1
Gerard Manley Hopkins	God's Grandeur	1918	There lives the dearest freshness deep down things;	wswswswsws	10	1
Gerard Manley Hopkins	God's Grandeur	1918	And though the last lights off the black West went	wswswswsws	10	1
Gerard Manley Hopkins	God's Grandeur	1918	Oh, morning, at the brown brink eastward, springs--	wswswswsws	10	1
Gerard Manley Hopkins	God's Grandeur	1918	Because the Holy Ghost over the bent	wswswswsws	10	1
Gerard Manley Hopkins	God's Grandeur	1918	World broods with warm breast and with ah! bright wings.	wswswswsws	10	1
Thomas Hardy	I Look Into My Glass	1898	I look into my glass,	wswsws	6	1
Thomas Hardy	I Look Into My Glass	1898	And view my wasting skin,	wswsws	6	1
Thomas Hardy	I Look Into My Glass	1898	"And say, ""Would God it came to pass"	wswswsws	8	1
Thomas Hardy	I Look Into My Glass	1898	"My heart had shrunk as thin!"""	wswsws	6	1
Thomas Hardy	I Look Into My Glass	1898	For then, I, undistrest	wswsws	6	1
Thomas Hardy	I Look Into My Glass	1898	By hearts grown cold to me,	wswsws	6	1
Thomas Hardy	I Look Into My Glass	1898	Could lonely wait my endless rest	wswswsws	8	1
Thomas Hardy	I Look Into My Glass	1898	With equanimity.	wswsws	6	1
Thomas Hardy	I Look Into My Glass	1898	But Time to make me grieve,	wswsws	6	1
Thomas Hardy	I Look Into My Glass	1898	Part steals, lets part abide;	sswsws	6	1
Thomas Hardy	I Look Into My Glass	1898	And shakes this fragile frame at eve	wswswsws	8	1
Thomas Hardy	I Look Into My Glass	1898	With throbbings of noontide.	wswsws	6	1
Thomas Hardy	In Tenebris	1901	Wintertime nighs;	wsws	4	1
Thomas Hardy	In Tenebris	1901	But my bereavement-pain	wswsws	6	1
Thomas Hardy	In Tenebris	1901	It cannot bring again:	wswsws	6	1
Thomas Hardy	In Tenebris	1901	Twice no one dies.	wsws	4	1
Thomas Hardy	In Tenebris	1901	Flower-petals flee;	wsws	4	1
Thomas Hardy	In Tenebris	1901	But, since it once hath been,	wswsws	6	1
Thomas Hardy	In Tenebris	1901	No more that severing scene	wswsws	6	1
Thomas Hardy	In Tenebris	1901	Can harrow me.	wsws	4	1
Thomas Hardy	In Tenebris	1901	Birds faint in dread:	wsws	4	1
Thomas Hardy	In Tenebris	1901	I shall not lose old strength	wswsws	6	1
Thomas Hardy	In Tenebris	1901	In the lone frost's black length:	wswsws	6	1
Thomas Hardy	In Tenebris	1901	Strength long since fled!	wsws	4	1
Thomas Hardy	In Tenebris	1901	Leaves freeze to dun;	wsws	4	1
Thomas Hardy	In Tenebris	1901	But friends can not turn cold	wswsws	6	1
Thomas Hardy	In Tenebris	1901	This season as of old	wswsws	6	1
Thomas Hardy	In Tenebris	1901	For him with none.	wsws	4	1
Thomas Hardy	In Tenebris	1901	Tempests may scath;	wsws	4	1
Thomas Hardy	In Tenebris	1901	But love can not make smart	wswsws	6	1
Thomas Hardy	In Tenebris	1901	Again this year his heart	wswsws	6	1
Thomas Hardy	In Tenebris	1901	Who no heart hath.	wsws	4	1
Thomas Hardy	In Tenebris	1901	Black is night's cope;	wsws	4	1
Thomas Hardy	In Tenebris	1901	But death will not appal	wswsws	6	1
Thomas Hardy	In Tenebris	1901	One who, past doubtings all,	wswsws	6	1
Thomas Hardy	In Tenebris	1901	Waits in unhope.	wsws	4	1
Thomas Hardy	My Spirit Will Not Haunt the Mound	1914	My spirit will not haunt the mound	wswswsws	8	1
Thomas Hardy	My Spirit Will Not Haunt the Mound	1914	Above my breast,	wsws	4	1
Thomas Hardy	My Spirit Will Not Haunt the Mound	1914	But travel, memory possessed,	wswswsws	8	1
Thomas Hardy	My Spirit Will Not Haunt the Mound	1914	To where my tremulous being found	wswswsws	8	1
Thomas Hardy	My Spirit Will Not Haunt the Mound	1914	Life largest, best.	wsws	4	1
Thomas Hardy	My Spirit Will Not Haunt the Mound	1914	My phantom-footed shape will go	wswswsws	8	1
Thomas Hardy	My Spirit Will Not Haunt the Mound	1914	When nightfall grays	wsws	4	1
Thomas Hardy	My Spirit Will Not Haunt the Mound	1914	Hither and thither along the ways	wswswsws	8	1
Thomas Hardy	My Spirit Will Not Haunt the Mound	1914	I and another used to know	wswswsws	8	1
Thomas Hardy	My Spirit Will Not Haunt the Mound	1914	In backward days.	wsws	4	1
Thomas Hardy	My Spirit Will Not Haunt the Mound	1914	And there you'll find me, if a jot	wswswsws	8	1
Thomas Hardy	My Spirit Will Not Haunt the Mound	1914	You still should care	wsws	4	1
Thomas Hardy	My Spirit Will Not Haunt the Mound	1914	For me, and for my curious air;	wswswsws	8	1
Thomas Hardy	My Spirit Will Not Haunt the Mound	1914	If otherwise, then I shall not,	wswswsws	8	1
Thomas Hardy	My Spirit Will Not Haunt the Mound	1914	For you, be there.	wsws	4	1
Thomas Hardy	The Oxen	1917	Christmas Eve, and twelve of the clock.	wswswsws	8	1
Thomas Hardy	The Oxen	1917	"""Now they are all on their knees,"""	wswsws	6	1
Thomas Hardy	The Oxen	1917	An elder said as we sat in a flock	wswswsws	8	1
Thomas Hardy	The Oxen	1917	By the embers in hearthside ease.	wswsws	6	1
Thomas Hardy	The Oxen	1917	We pictured the meek mild creatures where	wswswsws	8	1
Thomas Hardy	The Oxen	1917	They dwelt in their strawy pen,	wswsws	6	1
Thomas Hardy	The Oxen	1917	Nor did it occur to one of us there	wswswsws	8	1
Thomas Hardy	The Oxen	1917	To doubt they were kneeling then.	wswsws	6	1
Thomas Hardy	The Oxen	1917	So fair a fancy few would weave	wswswsws	8	1
Thomas Hardy	The Oxen	1917	In these years! Yet, I feel,	wswsws	6	1
Thomas Hardy	The Oxen	1917	If someone said on Christmas Eve,	wswswsws	8	1
Thomas Hardy	The Oxen	1917	"""Come; see the oxen kneel"	wswsws	6	1
Thomas Hardy	The Oxen	1917	In the lonely barton by yonder coomb	wswswsws	8	1
Thomas Hardy	The Oxen	1917	"Our childhood used to know,"""	wswsws	6	1
Thomas Hardy	The Oxen	1917	I should go with him in the gloom,	wswswsws	8	1
Thomas Hardy	The Oxen	1917	Hoping it might be so.	wswsws	6	1
Thomas Hardy	The Voice	1914	Woman much missed, how you call to me, call to me,	swwswwswwsww	12	1
Thomas Hardy	The Voice	1914	Saying that now you are not as you were	swwswwswwsww	12	1
Thomas Hardy	The Voice	1914	When you had changed from the one who was all to me,	swwswwswwsww	12	1
Thomas Hardy	The Voice	1914	But as at first, when our day was fair.	swwswwswwsww	12	1
Thomas Hardy	The Voice	1914	Can it be you that I hear? Let me view you, then,	swwswwswwsww	12	1
Thomas Hardy	The Voice	1914	Standing as when I drew near to the town	swwswwswwsww	12	1
Thomas Hardy	The Voice	1914	Where you would wait for me: yes, as I knew you then,	swwswwswwsww	12	1
Thomas Hardy	The Voice	1914	Even to the original air-blue gown!	swwswwswwsww	12	1
Thomas Hardy	The Voice	1914	Or is it only the breeze, in its listlessness	swwswwswwsww	12	1
Thomas Hardy	The Voice	1914	Travelling across the wet mead to me here,	swwswwswwsww	12	1
Thomas Hardy	The Voice	1914	You being ever dissolved to wan wistlessness,	swwswwswwsww	12	1
Thomas Hardy	The Voice	1914	Heard no more again far or near?	swwswwswwsww	12	1
Thomas Hardy	The Voice	1914	Thus I; faltering forward,	swswsw	6	1
Thomas Hardy	The Voice	1914	Leaves around me falling,	swswsw	6	1
Thomas Hardy	The Voice	1914	Wind oozing thin through the thorn from norward,	swswswsw	8	1
Thomas Hardy	The Voice	1914	And the woman calling.	swswsw	6	1
George Herbert	Jordan	1633	Who says that fictions only and false hair	wswswswsws	10	1
George Herbert	Jordan	1633	Become a verse? Is there in truth no beauty?	wswswswsws	10	1
George Herbert	Jordan	1633	Is all good structure in a winding stair?	wswswswsws	10	1
George Herbert	Jordan	1633	May no lines pass, except they do their duty	wswswswsws	10	1
George Herbert	Jordan	1633	Not to a true, but painted chair?	wswswsws	8	1
George Herbert	Jordan	1633	Is it no verse, except enchanted groves	wswswswsws	10	1
George Herbert	Jordan	1633	And sudden arbors shadow coarse-spun lines?	wswswswsws	10	1
George Herbert	Jordan	1633	Must purling streams refresh a lover's loves?	wswswswsws	10	1
George Herbert	Jordan	1633	Must all be veiled, while he that reads, divines,	wswswswsws	10	1
George Herbert	Jordan	1633	Catching the sense at two removes?	wswswsws	8	1
George Herbert	Jordan	1633	Shepherds are honest people; let them sing:	wswswswsws	10	1
George Herbert	Jordan	1633	Riddle who list, for me, and pull for Prime;	wswswswsws	10	1
George Herbert	Jordan	1633	I envy no man's nightingale or spring;	wswswswsws	10	1
George Herbert	Jordan	1633	Nor let them punish me with loss of rhyme,	wswswswsws	10	1
George Herbert	Jordan	1633	Who plainly say, My God, My King.	wswswsws	8	1
Robert Herrick	To Daffodils	1648	Fair Daffodils, we weep to see	wswswsws	8	1
Robert Herrick	To Daffodils	1648	You haste away so soon;	wswsws	6	1
Robert Herrick	To Daffodils	1648	As yet the early rising sun	wswswsws	8	1
Robert Herrick	To Daffodils	1648	Has not attain'd his noon.	wswsws	6	1
Robert Herrick	To Daffodils	1648	Stay, stay,	ws	2	1
Robert Herrick	To Daffodils	1648	Until the hasting day	wswsws	6	1
Robert Herrick	To Daffodils	1648	Has run	ws	2	1
Robert Herrick	To Daffodils	1648	But to the even-song;	wswsws	6	1
Robert Herrick	To Daffodils	1648	And, having pray'd together, we	wswswsws	8	1
Robert Herrick	To Daffodils	1648	Will go with you along.	wswsws	6	1
Robert Herrick	To Daffodils	1648	We have short time to stay, as you,	wswswsws	8	1
Robert Herrick	To Daffodils	1648	We have as short a spring;	wswsws	6	1
Robert Herrick	To Daffodils	1648	As quick a growth to meet decay,	wswswsws	8	1
Robert Herrick	To Daffodils	1648	As you, or anything.	wswsws	6	1
Robert Herrick	To Daffodils	1648	We die	ws	2	1
Robert Herrick	To Daffodils	1648	As your hours do, and dry	wswsws	6	1
Robert Herrick	To Daffodils	1648	Away,	ws	2	1
Robert Herrick	To Daffodils	1648	Like to the summer's rain;	wswsws	6	1
Robert Herrick	To Daffodils	1648	Or as the pearls of morning's dew,	wswswsws	8	1
Robert Herrick	To Daffodils	1648	Ne'er to be found again.	wswsws	6	1
Gerard Manley Hopkins	Heaven-Haven: A Nun Takes the Veil	1864	I have desired to go	wswsws	6	1
Gerard Manley Hopkins	Heaven-Haven: A Nun Takes the Veil	1864	Where springs not fail,	wsws	4	1
Gerard Manley Hopkins	Heaven-Haven: A Nun Takes the Veil	1864	To fields where flies no sharp and sided hail	wswswswsws	10	1
Gerard Manley Hopkins	Heaven-Haven: A Nun Takes the Veil	1864	And a few lilies blow.	wswsws	6	1
Gerard Manley Hopkins	Heaven-Haven: A Nun Takes the Veil	1864	And I have asked to be	wswsws	6	1
Gerard Manley Hopkins	Heaven-Haven: A Nun Takes the Veil	1864	Where no storms come,	wsws	4	1
Gerard Manley Hopkins	Heaven-Haven: A Nun Takes the Veil	1864	Where the green swell is in the havens dumb,	wswswswsws	10	1
Gerard Manley Hopkins	Heaven-Haven: A Nun Takes the Veil	1864	And out of the swing of the sea.	wswsws	6	1
Gerard Manley Hopkins	The Windhover	1877	I caught this morning morning's minion, king-	wswswswsws	10	1
Gerard Manley Hopkins	The Windhover	1877	dom of daylight's dauphin, dapple-dawn-drawn Falcon, in his riding	wswswswsws	10	1
Gerard Manley Hopkins	The Windhover	1877	Of the rolling level underneath him steady air, and striding	wswswswsws	10	1
Gerard Manley Hopkins	The Windhover	1877	High there, how he rung upon the rein of a wimpling wing	wswswswsws	10	1
Gerard Manley Hopkins	The Windhover	1877	In his ecstasy! then off, off forth on swing,	wswswswsws	10	1
Gerard Manley Hopkins	The Windhover	1877	As a skate's heel sweeps smooth on a bow-bend: the hurl and gliding	wswswswsws	10	1
Gerard Manley Hopkins	The Windhover	1877	Rebuffed the big wind. My heart in hiding	wswswswsws	10	1
Gerard Manley Hopkins	The Windhover	1877	Stirred for a bird,-- the achieve of, the mastery of the thing!	wswswswsws	10	1
Gerard Manley Hopkins	The Windhover	1877	Brute beauty and vallour and act, oh, air, pride, plume, here	wswswswsws	10	1
Gerard Manley Hopkins	The Windhover	1877	Buckle! AND the fire that breaks from thee then, a billion	wswswswsws	10	1
Gerard Manley Hopkins	The Windhover	1877	Times told lovelier, more dangerous, O my chevalier!	wswswswsws	10	1
Gerard Manley Hopkins	The Windhover	1877	No wonder of it: sheer plod makes plough down sillion	wswswswsws	10	1
Gerard Manley Hopkins	The Windhover	1877	Shine, and blue-bleak embers, ah my dear,	wswswswsws	10	1
Gerard Manley Hopkins	The Windhover	1877	Fall, gall themselves and gash gold-vermilion.	wswswswsws	10	1
A. E. Housman	The Night is Freezing Fast	1922	The night is freezing fast,	wswsws	6	1
A. E. Housman	The Night is Freezing Fast	1922	To-morrow comes December;	wswsws	6	1
A. E. Housman	The Night is Freezing Fast	1922	And winter falls of old	wswsws	6	1
A. E. Housman	The Night is Freezing Fast	1922	Are with me from the past;	wswsws	6	1
A. E. Housman	The Night is Freezing Fast	1922	And chiefly I remember	wswsws	6	1
A. E. Housman	The Night is Freezing Fast	1922	How Dick would hate the cold.	wswsws	6	1
A. E. Housman	The Night is Freezing Fast	1922	Fall, winter, fall; for he,	wswsws	6	1
A. E. Housman	The Night is Freezing Fast	1922	Prompt hand and headpiece clever,	wswsws	6	1
A. E. Housman	The Night is Freezing Fast	1922	Has woven a winter robe,	wswsws	6	1
A. E. Housman	The Night is Freezing Fast	1922	And made of earth and sea	wswsws	6	1
A. E. Housman	The Night is Freezing Fast	1922	His overcoat for ever,	wswsws	6	1
A. E. Housman	The Night is Freezing Fast	1922	And wears the turning globe.	wswsws	6	1
Robert Frost	In Neglect	1913	They leave us so to the way we took,	wswswsws	8	1
Robert Frost	In Neglect	1913	As two in whom they were proved mistaken,	wswswsws	8	1
Robert Frost	In Neglect	1913	That we sit sometimes in the wayside nook,	wswswsws	8	1
Robert Frost	In Neglect	1913	With mis chievous, vagrant, seraphic look,	wswswsws	8	1
Robert Frost	In Neglect	1913	And try if we cannot feel forsaken.	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	Condemned to Hope's delusive mine,	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	As on we toil from day to day,	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	By sudden blasts, or slow decline,	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	Our social comforts drop away.	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	Well tried through many a varying year,	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	See Levet to the grave descend;	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	Officious, innocent, sincere,	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	Of every friendless name the friend.	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	Yet still he fills Affection's eye,	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	Obscurely wise, and coarsely kind;	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	Nor, lettered Arrogance, deny	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	Thy praise to merit unrefined.	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	When fainting Nature called for aid,	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	And hovering Death prepared the blow,	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	His vigorous remedy displayed	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	The power of art without the show.	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	In Misery's darkest cavern known,	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	His useful care was ever nigh,	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	Where hopeless Anguish poured his groan,	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	And lonely Want retired to die.	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	No summons mocked by chill delay,	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	No petty gain disdained by pride,	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	The modest wants of every day	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	The toil of every day supplied.	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	His virtues walked their narrow round,	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	Nor made a pause, nor left a void;	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	And sure the Eternal Master found	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	The single talent well employed.	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	The busy day, the peaceful night,	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	Unfelt, uncounted, glided by;	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	His frame was firm, his powers were bright,	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	Though now his eightieth year was nigh.	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	Then with no throbbing fiery pain,	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	No cold gradations of decay,	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	Death broke at once the vital chain,	wswswsws	8	1
Samuel Johnson	On the Death of Dr. Robert Levet	1783	And freed his soul the nearest way.	wswswsws	8	1
Ben Jonson	Cary/Morison Ode: The Turn 65-74	1640	It is not growing like a tree	wswswsws	8	1
Ben Jonson	Cary/Morison Ode: The Turn 65-74	1640	In bulke, doth make man better bee;	wswswsws	8	1
Ben Jonson	Cary/Morison Ode: The Turn 65-74	1640	Or, standing long an Oake, three hundred yeare,	wswswswsws	10	1
Ben Jonson	Cary/Morison Ode: The Turn 65-74	1640	To fall a logge, at last, dry, bald, and seare:	wswswswsws	10	1
Ben Jonson	Cary/Morison Ode: The Turn 65-74	1640	A Lillie of a Day	wswsws	6	1
Ben Jonson	Cary/Morison Ode: The Turn 65-74	1640	Is fairer farre, in May;	wswsws	6	1
Ben Jonson	Cary/Morison Ode: The Turn 65-74	1640	Although it fall and die that night;	wswswsws	8	1
